GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg
320033576,466,230,229,619.0,233.0,349.0,610.0,214.0,377.0,566.0,219.0,337.0,567.0,234.0,324.0,563.0,207.0,335.0,571.0,210.0,317.0
320033600,778,345,421,864.0,301.0,519.0,853.0,300.0,507.0,791.0,288.0,474.0,792.0,288.0,472.0,788.0,270.0,484.0,804.0,293.0,460.0
320033601,911,478,426,1119.0,442.0,583.0,1103.0,455.0,572.0,934.0,415.0,482.0,934.0,427.0,460.0,930.0,404.0,474.0,944.0,413.0,461.0
320033602,1057,584,462,1301.1,581.1,630.9,1275.2,562.0,616.6,1247.5,636.7,574.4,1249.4,649.1,555.3,1243.7,607.0,573.5,1266.6,630.9,547.6
320033603,650,335,301,819.8,336.3,422.3,801.7,341.3,405.2,692.7,306.4,371.3,691.8,310.3,366.2,684.7,286.3,371.3,703.8,300.4,350.1
320033604,897,540,341,1329.6,680.9,532.9,1315.4,656.8,518.7,1204.0,732.5,407.3,1205.8,724.5,409.0,1199.5,700.5,432.2,1204.0,721.0,406.4
320033904,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033909,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033914,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033938,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033979,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033981,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033982,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033984,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033985,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320033986,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320034017,1446,1396,37,1339.0,1205.0,90.0,1311.0,1118.0,84.0,1055.0,939.0,68.0,1058.0,925.0,70.0,1056.0,936.0,66.0,1048.0,933.0,59.0
320034019,71,65,6,105.9,95.9,5.7,103.0,90.9,4.9,85.8,78.3,3.4,86.4,76.7,5.1,85.4,77.9,4.7,85.8,76.7,4.5
320034028,789,765,12,652.0,610.0,17.0,632.0,566.0,22.0,497.0,460.0,17.0,502.0,447.0,17.0,496.0,457.0,16.0,502.0,453.0,16.0
320034031,444,396,37,470.8,408.1,46.4,457.8,381.2,47.2,388.5,343.7,31.0,390.2,334.8,32.6,391.8,333.2,39.9,384.5,336.4,31.0
320034035,64,44,19,59.1,48.5,7.8,56.8,44.8,6.9,45.4,36.8,6.4,45.5,36.2,6.2,44.9,36.2,6.6,45.6,36.4,6.1
320034050,104,84,18,109.1,81.8,20.8,105.5,75.5,18.7,78.8,59.5,16.2,78.8,55.7,16.8,78.2,55.3,18.9,78.0,55.9,15.5
320034066,135,97,34,130.0,72.0,51.0,130.0,71.0,42.0,88.0,50.0,32.0,88.0,49.0,30.0,88.0,50.0,31.0,86.0,52.0,28.0
320034069,64,50,13,78.0,61.0,13.0,71.0,52.0,14.0,41.0,34.0,6.0,41.0,31.0,8.0,40.0,31.0,7.0,40.0,32.0,7.0
320034073,26,18,7,28.9,17.8,10.8,28.8,19.4,8.7,29.4,14.4,13.7,29.4,16.4,12.7,29.4,14.3,13.7,29.4,16.4,12.6
320034075,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320034076,3,2,0,7.0,2.0,4.0,7.0,2.0,3.0,4.0,3.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0
320034300,207,139,64,350.5,241.3,95.8,344.1,227.9,88.7,294.9,206.2,74.0,296.2,207.5,70.9,291.1,199.8,79.2,290.4,201.7,73.4
320034301,897,607,274,1149.5,786.6,302.8,1140.1,773.8,283.9,983.1,708.6,235.1,986.5,695.7,237.6,983.9,688.0,242.8,987.4,694.0,232.5
320034302,154,126,25,190.5,130.4,50.2,188.9,128.2,47.1,162.9,117.4,39.0,163.5,115.3,39.4,163.0,114.0,40.2,163.6,115.0,38.5
320034304,845,669,163,941.0,690.0,205.0,928.0,659.0,183.0,737.0,560.0,144.0,733.0,556.0,146.0,732.0,554.0,139.0,734.0,553.0,137.0
320034305,689,537,142,798.2,621.8,135.2,788.1,597.9,125.8,633.4,508.3,100.5,633.4,490.2,103.4,628.3,484.4,110.6,631.9,490.2,102.7
320034306,1026,792,222,1346.8,1083.2,212.8,1325.9,1015.1,213.2,1103.6,891.7,170.5,1101.6,852.8,183.6,1093.7,855.6,192.4,1108.1,862.8,170.3
320034307,895,663,219,956.0,715.0,202.0,940.0,668.0,195.0,724.0,543.0,145.0,727.0,527.0,155.0,723.0,531.0,156.0,732.0,535.0,149.0
320034310,784,766,10,629.0,581.0,30.0,611.0,540.0,30.0,492.0,445.0,24.0,491.0,432.0,29.0,493.0,453.0,28.0,497.0,440.0,27.0
320034311,941,821,111,1024.2,857.8,121.5,989.3,781.1,118.6,838.8,689.4,108.6,836.9,677.5,102.6,837.8,679.4,104.6,839.8,676.5,98.6
320034312,526,501,20,420.0,380.3,22.8,408.7,360.1,19.6,340.4,310.3,14.0,342.8,303.9,20.3,338.8,308.7,18.7,340.4,303.9,17.9
320034320,711,546,148,813.7,584.1,185.5,807.7,555.7,166.8,597.6,425.5,137.6,599.8,418.1,144.3,593.8,404.6,150.3,609.5,425.5,133.1
320034321,180,114,62,274.3,196.9,62.5,272.3,187.3,56.2,201.4,143.5,46.4,202.2,140.9,48.7,200.2,136.4,50.7,205.5,143.5,44.9
320034323,68,35,30,71.0,31.0,36.8,69.1,28.3,34.8,62.8,28.6,31.4,63.0,29.0,30.9,62.3,27.3,32.0,63.8,29.0,30.7
320034325,608,254,344,574.5,247.6,296.1,568.6,241.1,302.6,514.9,235.8,265.3,517.5,250.9,251.5,514.2,217.5,275.8,522.7,245.6,250.2
320034330,1057,753,278,1043.0,673.0,288.0,1030.0,641.0,272.0,839.0,570.0,238.0,840.0,561.0,233.0,832.0,546.0,239.0,843.0,546.0,223.0
320034331,170,128,41,90.0,50.0,35.0,89.0,47.0,28.0,55.0,31.0,21.0,54.0,32.0,17.0,55.0,32.0,17.0,55.0,32.0,18.0
320034343,688,505,160,722.9,487.9,181.4,696.9,442.3,161.0,590.5,404.4,139.3,590.3,395.6,143.7,588.1,391.0,142.9,601.0,386.8,141.3
320034347,702,502,175,529.1,355.8,139.9,518.2,344.7,123.8,467.1,338.5,106.3,466.2,337.0,102.0,461.4,321.3,105.8,464.8,327.1,97.0
320034350,626,422,187,1062.0,701.3,289.6,1035.9,661.0,266.2,931.5,677.1,218.4,931.6,668.4,212.3,925.5,625.7,231.3,927.2,651.0,207.7
320034352,77,54,20,95.6,63.4,29.0,92.7,58.4,26.2,74.0,47.8,22.7,74.1,46.7,23.3,72.4,44.3,23.8,72.6,43.8,23.7
320034353,313,230,71,510.4,338.6,155.0,495.3,311.6,139.8,395.0,255.2,121.3,395.9,249.3,124.7,386.6,236.7,127.2,387.4,234.2,126.3
320034355,278,139,131,281.5,148.7,115.5,279.0,149.9,105.7,247.0,154.2,87.9,247.7,153.6,86.7,244.0,143.8,84.8,244.6,153.6,80.5
320034356,225,118,96,176.5,93.3,72.5,175.0,94.1,66.3,155.0,96.8,55.1,155.3,96.4,54.3,153.0,90.2,53.2,153.4,96.4,50.5
320034360,739,558,155,981.9,771.2,163.7,951.7,712.6,141.5,679.1,527.4,114.5,675.1,499.8,117.7,668.9,491.0,130.9,672.5,493.1,115.0
320034361,215,179,33,148.5,111.3,28.3,143.5,102.8,25.4,107.2,81.0,22.1,107.2,75.8,22.8,106.4,75.3,25.7,106.1,76.0,21.0
320034363,84,74,9,140.1,116.4,17.6,138.0,105.4,17.2,97.6,73.9,16.7,100.1,69.0,18.4,98.0,69.4,19.2,99.7,68.6,18.0
320034364,404,340,57,604.2,474.5,97.8,591.5,434.2,86.8,449.8,346.8,78.0,452.1,328.7,80.4,447.0,327.3,87.7,447.5,326.5,79.3
320034365,746,549,182,808.6,637.7,134.0,789.7,582.6,115.1,635.2,510.3,94.5,629.5,482.4,103.5,627.8,484.0,102.7,616.3,478.3,99.4
320034370,359,274,78,427.4,323.3,84.9,418.9,302.4,80.5,329.5,256.6,56.5,329.5,242.8,60.0,325.1,245.0,57.4,325.5,237.9,56.9
320034371,769,576,176,760.4,584.1,141.2,746.8,546.4,136.4,574.5,449.5,96.8,574.9,425.3,102.4,568.6,430.8,98.7,569.5,421.5,97.0
320034374,616,453,144,643.0,508.0,104.0,630.0,485.0,95.0,454.0,356.0,73.0,450.0,346.0,80.0,445.0,348.0,78.0,447.0,342.0,70.0
320034375,328,233,91,282.1,205.5,63.0,274.4,190.8,53.0,212.0,150.2,50.6,210.8,146.1,50.6,209.1,143.7,53.0,206.7,145.5,48.3
320034376,867,706,144,927.2,741.0,149.5,900.8,682.6,123.5,664.3,526.5,103.8,659.4,505.6,102.8,659.2,504.0,115.5,656.6,507.2,102.2
320034380,930,628,275,918.0,638.0,229.0,901.0,619.0,212.0,686.0,476.0,170.0,684.0,470.0,153.0,678.0,454.0,169.0,679.0,465.0,154.0
320034381,428,353,60,478.0,380.0,76.0,468.0,350.0,70.0,316.0,253.0,45.0,317.0,238.0,48.0,315.0,235.0,53.0,315.0,241.0,51.0
320034383,656,504,134,759.0,619.0,109.0,747.0,579.0,114.0,592.0,484.0,83.0,594.0,456.0,92.0,588.0,450.0,97.0,591.0,453.0,82.0
320034384,528,390,124,593.0,445.0,117.0,583.0,431.0,103.0,438.0,331.0,88.0,439.0,324.0,83.0,435.0,314.0,91.0,439.0,318.0,87.0
320034385,713,566,122,769.3,604.4,123.1,749.0,565.2,110.0,566.2,438.3,91.4,563.2,422.4,90.3,557.1,431.3,98.5,554.2,420.6,93.4
320034386,200,166,31,329.4,260.0,51.4,317.8,238.3,44.5,259.5,215.0,29.1,259.5,205.0,32.3,252.6,206.0,36.0,250.5,200.7,30.2
320034387,861,669,172,1010.0,838.0,120.0,975.0,770.0,118.0,717.0,581.0,100.0,714.0,561.0,108.0,705.0,551.0,98.0,707.0,552.0,94.0
320034391,245,215,21,201.0,163.0,32.0,195.0,151.0,26.0,115.0,99.0,12.0,113.0,96.0,10.0,112.0,95.0,13.0,111.0,89.0,13.0
320034392,172,155,14,222.0,192.0,23.0,217.0,180.0,21.0,134.0,118.0,11.0,135.0,113.0,14.0,135.0,117.0,10.0,130.0,114.0,12.0
320034393,173,139,31,233.5,179.9,41.4,228.2,170.8,37.6,164.6,125.1,30.5,163.9,118.9,31.0,162.7,118.6,32.5,164.0,119.8,26.9
320034394,325,279,38,334.6,279.4,37.1,327.9,264.2,37.1,238.6,196.8,29.5,237.6,193.9,26.6,229.1,187.2,32.3,235.7,191.1,32.3
320034396,348,292,51,498.6,410.6,59.2,488.8,388.3,57.8,333.9,265.6,46.2,331.7,252.3,48.7,330.6,255.4,49.8,327.9,251.4,42.9
320034397,195,169,23,489.5,426.9,38.8,480.8,390.6,48.1,358.4,305.3,36.3,355.3,293.6,40.1,351.9,293.1,40.9,352.0,293.1,37.7
320034398,15,11,3,17.4,14.6,1.9,17.1,13.8,1.9,12.4,10.2,1.5,12.4,10.1,1.4,11.9,9.8,1.7,12.3,9.9,1.7
320034403,671,565,98,500.3,432.2,44.8,490.3,396.1,51.1,369.4,313.6,38.4,367.4,300.3,42.1,363.8,299.8,43.7,364.2,299.7,41.1
320034410,658,583,68,756.3,638.2,92.1,739.2,601.5,69.2,531.8,445.1,53.6,527.7,422.8,55.3,524.9,432.7,55.1,521.2,429.5,56.0
320034413,471,393,62,553.1,452.8,73.8,543.2,437.0,59.7,388.9,330.9,39.0,389.8,320.1,39.0,388.1,327.6,42.3,386.5,324.3,38.1
320034415,262,227,31,361.0,321.0,27.0,353.0,299.0,27.0,240.0,196.0,25.0,237.0,196.0,20.0,233.0,194.0,21.0,238.0,185.0,23.0
320034416,736,563,141,771.4,613.8,118.4,750.8,562.8,108.6,511.8,404.7,77.7,510.4,400.2,74.7,505.7,387.8,76.7,509.7,391.5,71.6
320034417,427,369,46,507.5,428.6,58.3,494.0,392.6,57.3,386.3,324.7,43.4,387.4,306.4,46.8,383.3,305.6,50.5,384.8,305.6,50.1
320034420,122,92,23,118.2,100.2,14.2,115.5,94.1,10.5,83.1,69.4,8.4,82.4,65.7,8.7,81.9,67.3,8.5,81.3,66.8,8.8
320034421,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320034422,148,134,12,162.0,142.0,12.0,158.0,134.0,13.0,125.0,109.0,11.0,127.0,107.0,10.0,127.0,105.0,11.0,128.0,105.0,12.0
320034423,2,0,2,3.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
320034424,1155,867,267,1278.0,985.0,230.0,1257.0,938.0,213.0,1036.0,790.0,199.0,1025.0,766.0,194.0,1024.0,771.0,197.0,1040.0,776.0,180.0
320034425,414,342,65,755.4,576.9,144.5,747.2,566.8,123.3,576.9,440.7,100.3,578.8,435.2,96.6,575.1,433.4,112.3,570.5,426.0,97.5
320034426,404,322,75,413.5,327.0,61.7,407.0,315.6,54.3,295.7,244.7,39.4,295.9,237.2,38.5,295.2,237.3,44.0,289.9,233.5,40.0
320034428,5,4,1,185.0,142.0,28.0,181.0,134.0,35.0,143.0,118.0,22.0,144.0,118.0,21.0,143.0,116.0,22.0,140.0,117.0,19.0
320034430,890,709,172,691.7,550.5,97.7,680.1,529.5,86.6,488.3,410.4,61.0,488.3,396.4,59.9,487.7,397.0,68.0,477.8,390.6,62.8
320034431,176,136,36,249.3,192.6,45.2,244.8,183.1,39.8,166.1,135.2,24.3,166.1,133.2,23.0,164.0,130.3,25.8,160.8,126.9,23.6
320034433,302,239,53,303.0,237.0,51.9,295.3,221.4,49.6,233.8,181.9,40.1,233.0,174.6,40.6,232.2,177.7,40.1,235.5,178.3,40.3
320034435,119,112,6,130.8,89.3,35.6,130.1,82.9,34.7,92.1,57.7,30.7,92.1,55.9,30.4,91.8,59.2,30.1,93.0,57.7,28.5
320034436,265,142,119,295.2,201.7,80.4,293.9,187.1,78.3,207.9,130.3,69.3,207.9,126.1,68.6,207.2,133.8,67.9,210.0,130.3,64.5
320034440,421,368,49,516.9,416.4,68.4,502.2,384.4,67.0,354.4,277.6,53.0,356.4,265.1,57.9,354.4,273.4,54.4,355.1,271.3,55.1
320034441,617,486,108,442.2,346.3,72.3,431.4,327.5,63.4,324.2,249.7,53.5,325.6,240.9,60.0,322.7,245.5,55.1,324.5,246.0,54.4
320034444,170,137,30,463.1,336.7,104.3,451.3,317.8,94.2,335.4,241.1,77.0,336.5,234.9,81.0,333.8,234.6,78.7,340.6,238.1,73.7
320034450,752,601,127,783.0,614.0,132.0,754.0,565.0,126.0,503.0,388.0,87.0,501.0,379.0,77.0,499.0,381.0,91.0,496.0,377.0,78.0
320034454,2,2,0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320034455,421,310,99,382.8,267.9,93.6,374.3,255.2,69.8,248.4,182.9,51.0,247.5,172.7,52.7,246.7,177.8,51.0,244.1,179.5,45.1
320034460,715,643,61,712.0,589.4,90.2,685.0,544.6,81.6,553.3,454.7,72.6,554.3,446.3,71.2,548.8,445.9,77.0,554.2,449.0,69.7
320034461,908,865,34,872.0,777.0,64.0,846.0,708.0,68.0,675.0,600.0,44.0,678.0,597.0,40.0,678.0,606.0,46.0,674.0,588.0,47.0
320034462,226,213,10,281.4,243.0,29.0,274.5,224.2,25.0,206.7,176.6,17.2,207.1,174.5,16.4,204.5,174.2,19.1,202.9,172.4,15.5
320034463,62,52,8,54.0,43.0,11.0,50.0,38.0,6.0,29.0,21.0,3.0,29.0,21.0,3.0,29.0,24.0,2.0,30.0,23.0,4.0
320034464,588,505,74,522.7,430.1,66.3,505.2,399.3,58.5,402.9,327.9,56.3,404.0,322.8,54.9,399.9,321.4,56.0,404.7,324.0,52.6
320034465,481,396,78,667.4,552.5,78.1,654.3,519.2,65.8,523.0,436.6,64.6,526.5,430.0,64.8,522.6,424.6,59.5,525.0,428.4,59.0
320034466,919,806,90,822.1,681.7,100.4,804.1,633.5,79.2,660.4,569.8,60.4,666.1,557.6,64.5,655.5,553.5,61.2,659.6,553.5,62.0
320034467,607,591,7,440.0,412.0,17.0,428.0,367.0,22.0,308.0,284.0,14.0,311.0,270.0,16.0,307.0,280.0,13.0,309.0,273.0,13.0
320034468,827,801,17,691.8,633.0,40.5,674.3,579.6,41.2,526.9,466.6,26.7,528.4,465.8,22.9,520.8,462.0,32.8,517.0,455.1,24.4
320035003,133,114,16,150.0,104.0,34.0,149.0,101.0,33.0,95.0,60.0,31.0,95.0,60.0,29.0,93.0,61.0,27.0,97.0,61.0,27.0
320035014,1,1,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320035016,685,478,191,709.0,460.0,210.0,701.0,449.0,172.0,523.0,338.0,148.0,523.0,338.0,151.0,520.0,324.0,161.0,527.0,330.0,153.0
320035024,712,435,253,596.8,315.2,258.3,575.0,304.8,211.4,481.7,261.3,185.5,482.0,250.0,193.5,479.2,252.4,197.3,480.9,257.3,187.3
320035029,921,715,196,799.0,552.0,208.0,773.0,509.0,179.0,571.0,384.0,152.0,567.0,361.0,151.0,561.0,365.0,157.0,558.0,356.0,146.0
320035031,772,547,200,691.7,422.2,232.3,678.5,394.5,202.6,496.7,304.2,159.7,498.0,308.0,160.3,494.2,297.9,167.9,497.3,307.4,157.2
320035034,883,661,204,876.0,586.0,232.0,860.0,573.0,184.0,662.0,464.0,166.0,659.0,448.0,164.0,651.0,442.0,163.0,654.0,460.0,152.0
320035035,875,636,224,669.8,475.7,155.6,656.9,445.1,138.6,452.8,319.6,106.8,451.3,315.8,98.3,450.9,315.7,109.5,449.9,313.2,101.3
320035036,638,370,248,590.0,310.0,255.0,574.0,295.0,214.0,506.0,276.0,190.0,508.0,271.0,195.0,503.0,259.0,206.0,505.0,268.0,192.0
320035047,643,370,259,1046.0,504.0,475.0,1025.0,468.0,480.0,869.0,436.0,413.0,867.0,428.0,417.0,863.0,399.0,429.0,858.0,422.0,405.0
320035056,438,332,95,438.0,319.0,85.0,426.0,305.0,72.0,291.0,219.0,57.0,292.0,205.0,57.0,291.0,208.0,60.0,291.0,215.0,54.0
320035075,195,88,104,240.8,113.3,116.7,237.5,98.3,119.2,185.0,101.7,80.8,185.8,102.5,80.0,181.7,93.3,81.7,184.2,97.5,80.8
320035300,302,202,87,257.2,166.9,69.4,254.5,163.9,64.1,227.6,164.6,52.0,227.2,160.8,52.7,226.8,154.4,54.6,231.4,158.2,49.3
320035301,33,18,14,48.2,22.7,23.3,47.5,19.7,23.8,37.0,20.3,16.2,37.2,20.5,16.0,36.3,18.7,16.3,36.8,19.5,16.2
320035302,219,156,55,138.0,78.0,55.0,136.0,78.0,42.0,95.0,57.0,36.0,95.0,59.0,34.0,95.0,54.0,37.0,91.0,54.0,32.0
320035304,1292,902,370,1304.5,855.5,373.9,1272.0,788.8,360.7,955.3,643.4,272.4,953.4,637.9,270.0,945.9,615.3,276.5,940.9,616.4,262.9
320035313,347,253,89,191.6,141.0,36.9,188.0,130.9,30.3,149.3,113.0,28.0,149.3,110.7,24.4,147.6,107.7,30.9,148.7,109.5,26.8
320035314,187,149,36,220.7,159.2,50.6,216.6,148.3,41.5,157.5,113.9,33.3,156.6,109.2,35.6,156.3,109.5,36.2,155.7,109.2,33.8
320035315,819,583,216,883.0,646.0,193.0,865.0,613.0,158.0,673.0,513.0,126.0,670.0,490.0,130.0,669.0,478.0,152.0,657.0,479.0,127.0
320035320,902,666,213,1027.0,771.0,196.0,1010.0,719.0,186.0,741.0,565.0,136.0,740.0,540.0,135.0,732.0,533.0,140.0,731.0,533.0,135.0
320035321,273,209,61,303.1,232.7,48.9,296.4,222.8,47.2,214.4,171.0,35.1,212.9,161.0,37.0,211.9,166.3,35.8,215.8,165.4,34.7
320035322,1018,718,276,1139.9,827.3,251.1,1106.6,772.2,239.8,854.6,621.0,195.9,854.1,589.0,199.0,850.1,594.7,210.2,853.2,599.6,201.3
320035323,782,571,201,890.0,640.0,197.0,869.0,606.0,167.0,624.0,458.0,129.0,623.0,436.0,141.0,621.0,429.0,148.0,624.0,449.0,129.0
320035324,708,374,309,828.0,455.0,320.0,816.0,444.0,309.0,661.0,400.0,236.0,661.0,392.0,243.0,655.0,367.0,253.0,662.0,390.0,226.0
320035325,636,255,366,773.0,299.0,430.0,758.0,295.0,404.0,683.0,281.0,378.0,685.0,274.0,369.0,679.0,261.0,375.0,699.0,278.0,360.0
320035326,754,366,380,783.0,335.0,409.0,769.0,337.0,395.0,661.0,294.0,347.0,661.0,302.0,335.0,657.0,290.0,338.0,670.0,294.0,327.0
320035331,423,235,181,861.4,511.8,300.0,846.6,469.7,301.2,858.4,543.5,279.4,855.5,529.9,282.6,849.0,513.8,291.4,860.0,528.7,287.9
320035332,362,245,99,376.4,259.0,89.3,370.4,250.0,86.3,278.0,200.7,64.2,278.0,193.7,66.2,277.0,188.7,64.2,277.0,190.7,64.2
320035333,731,519,195,781.3,535.9,181.4,764.3,522.8,156.4,571.0,418.7,130.3,572.0,403.7,131.3,566.0,393.6,130.3,571.0,416.6,109.3
320035334,326,238,81,382.0,263.0,101.0,376.0,253.0,91.0,266.0,188.0,62.0,266.0,169.0,73.0,265.0,173.0,71.0,263.0,179.0,62.0
320035336,496,307,171,572.9,353.2,182.7,564.0,343.6,170.5,427.4,270.6,140.9,424.9,258.0,138.2,422.6,259.8,137.3,426.4,263.1,131.2
320035340,432,284,141,513.1,320.2,160.1,509.6,310.8,149.8,378.8,234.2,123.1,377.1,223.0,121.4,375.3,220.4,125.7,377.9,230.7,117.1
320035341,85,51,33,93.4,59.8,29.6,91.5,57.6,26.7,68.1,44.9,22.1,67.8,42.9,21.0,67.2,43.2,21.4,68.0,43.7,20.5
320035342,243,161,76,286.2,183.3,90.7,280.3,176.4,81.8,208.8,137.7,67.6,207.8,131.3,64.2,205.8,132.3,65.7,208.3,133.8,62.7
320035343,253,147,101,260.4,155.5,83.9,256.6,152.6,80.1,197.9,122.6,66.3,196.5,116.8,66.3,196.0,118.3,63.9,197.4,118.7,61.5
320035344,879,540,314,833.2,523.0,244.1,812.7,497.8,239.7,673.8,441.3,203.9,675.9,430.8,206.7,670.7,411.4,209.0,668.1,418.0,201.6
320035350,779,563,190,805.0,576.0,179.0,786.0,541.0,161.0,627.0,486.0,112.0,624.0,476.0,109.0,621.0,468.0,121.0,619.0,469.0,113.0
320035351,856,568,265,933.2,607.3,259.6,918.5,594.1,236.8,786.6,556.1,194.6,783.8,539.8,198.1,780.0,518.6,206.8,787.9,534.6,188.9
320035352,671,431,217,610.1,405.0,165.1,597.3,395.4,149.9,481.3,333.0,124.8,478.3,321.6,128.1,474.5,311.4,134.6,476.1,317.3,125.4
320035353,1139,903,210,1124.1,842.4,224.3,1098.4,795.7,209.9,790.4,577.2,167.5,788.8,553.3,164.5,780.5,551.9,173.4,791.5,557.3,159.1
320035354,1096,781,282,996.9,705.6,226.7,975.6,675.3,198.1,774.6,585.8,162.5,774.2,563.7,172.5,768.5,540.1,177.6,772.5,552.7,172.9
320035355,731,345,363,642.9,311.8,291.9,635.8,312.5,281.9,530.2,291.9,223.4,531.6,296.1,222.6,527.3,270.4,235.5,531.6,291.9,217.6
320035356,347,236,105,336.0,235.0,90.0,326.0,220.0,80.0,274.0,191.0,72.0,277.0,180.0,78.0,272.0,167.0,81.0,269.0,175.0,74.0
320035360,478,382,86,565.1,350.1,183.4,552.2,326.2,174.8,404.1,258.7,128.9,403.5,258.1,127.3,400.6,244.8,133.7,404.5,251.6,126.5
320035361,1222,901,298,1137.8,768.2,313.5,1103.7,724.8,264.8,757.6,536.8,190.7,755.9,521.2,188.3,750.7,509.4,202.7,755.3,512.8,186.3
320035362,264,159,99,327.0,145.0,167.0,319.0,133.0,165.0,254.0,115.0,136.0,254.0,111.0,137.0,250.0,108.0,135.0,252.0,111.0,135.0
320035364,468,366,86,661.0,444.6,181.3,639.3,412.0,152.9,448.7,320.9,106.1,447.1,319.2,93.6,446.2,311.7,112.0,447.1,305.0,98.6
320035365,866,648,193,755.9,488.0,204.4,733.2,459.1,192.3,519.0,357.9,136.4,516.4,363.8,124.0,515.2,354.3,129.9,510.6,349.6,125.9
320035366,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320035367,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320035370,453,317,127,798.1,454.8,313.2,772.9,415.0,289.9,587.7,345.2,229.8,587.7,344.3,223.0,582.8,327.8,238.6,578.9,329.7,223.0
320035371,494,325,152,437.8,295.9,108.7,423.9,273.7,104.6,318.0,230.5,75.1,316.1,223.5,73.2,314.9,225.1,75.8,311.1,221.8,69.1
320035372,564,456,102,546.0,417.0,97.0,537.0,398.0,92.0,394.0,322.0,53.0,392.0,307.0,58.0,389.0,298.0,64.0,391.0,294.0,62.0
320035373,479,348,121,487.3,312.0,142.4,475.1,295.6,140.5,368.8,252.8,100.5,368.7,247.1,98.7,365.5,237.9,107.4,360.6,247.5,94.4
320035374,798,598,178,716.7,469.0,193.6,695.9,440.4,183.5,534.2,379.2,130.5,532.3,360.9,128.3,524.5,352.1,138.6,517.4,369.5,118.6
320035380,588,427,142,527.8,380.7,121.0,518.0,354.7,99.2,376.5,272.3,79.5,374.4,261.1,85.2,373.7,261.8,86.6,372.3,261.1,80.9
320035381,392,214,165,346.1,177.4,155.6,333.0,173.9,126.5,280.9,148.4,111.8,280.9,141.2,117.4,279.3,143.6,119.3,280.9,146.4,113.4
320035382,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320035383,583,424,138,721.8,549.6,141.9,711.1,533.5,126.7,521.1,397.0,99.0,517.5,381.9,99.9,507.7,371.2,111.5,520.2,382.8,98.1
