GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg
320313006,28,21,7,48.9,23.0,21.4,48.7,24.9,20.1,39.8,21.2,16.8,40.0,20.9,17.0,39.8,19.9,17.2,39.4,20.7,16.4
320313007,697,494,180,855.0,571.0,233.0,846.0,549.0,231.0,757.0,553.0,169.0,756.0,522.0,183.0,752.0,510.0,188.0,762.0,538.0,165.0
320313009,850,642,183,965.0,598.0,248.0,950.0,606.0,240.0,869.0,634.0,182.0,863.0,617.0,185.0,860.0,591.0,187.0,871.0,625.0,170.0
320313010,747,532,188,844.0,550.0,230.0,834.0,545.0,225.0,768.0,515.0,214.0,768.0,482.0,224.0,760.0,467.0,229.0,762.0,496.0,205.0
320313011,212,162,41,248.0,167.0,66.0,246.0,158.0,62.0,224.0,155.0,58.0,223.0,147.0,60.0,226.0,137.0,62.0,223.0,148.0,62.0
320313012,657,473,155,833.0,529.0,223.0,825.0,529.0,211.0,696.0,503.0,159.0,692.0,489.0,163.0,683.0,468.0,168.0,689.0,499.0,149.0
320313013,5,2,3,6.0,1.0,5.0,6.0,1.0,5.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0
320313014,49,24,24,59.0,35.0,22.0,57.0,32.0,21.0,41.0,22.0,17.0,41.0,21.0,17.0,40.0,21.0,17.0,40.0,22.0,16.0
320313015,25,16,7,22.0,14.0,7.0,22.0,11.0,9.0,21.0,10.0,10.0,21.0,10.0,9.0,21.0,10.0,10.0,21.0,12.0,9.0
320313016,558,385,158,525.1,349.5,134.6,520.6,343.3,134.6,432.5,295.1,115.6,429.2,282.2,118.9,426.9,272.1,119.5,424.7,290.0,109.4
320313017,703,512,166,755.0,518.0,193.0,739.0,481.0,189.0,623.0,416.0,158.0,621.0,393.0,168.0,616.0,390.0,167.0,615.0,415.0,145.0
320313018,689,544,126,709.0,519.0,147.0,696.0,497.0,137.0,583.0,438.0,124.0,580.0,424.0,119.0,574.0,406.0,126.0,581.0,427.0,104.0
320313019,477,314,148,502.0,303.0,166.0,487.0,296.0,134.0,370.0,235.0,115.0,368.0,217.0,123.0,364.0,202.0,128.0,371.0,226.0,114.0
320313020,807,578,208,909.9,567.5,259.4,903.4,549.7,272.4,706.5,468.9,199.4,703.8,448.8,205.1,700.1,435.9,208.5,699.3,468.0,182.6
320313021,24,18,6,25.0,15.0,9.0,25.0,14.0,10.0,20.0,11.0,9.0,20.0,9.0,9.0,19.0,8.0,8.0,21.0,11.0,5.0
320313022,789,492,280,829.0,427.0,322.0,821.0,429.0,322.0,744.0,422.0,288.0,745.0,406.0,292.0,740.0,379.0,296.0,750.0,412.0,274.0
320313024,867,525,325,918.0,485.0,363.0,913.0,472.0,373.0,765.0,412.0,314.0,768.0,391.0,332.0,761.0,374.0,319.0,777.0,421.0,283.0
320313026,848,498,335,1100.0,542.0,455.0,1087.0,541.0,456.0,976.0,502.0,422.0,975.0,479.0,442.0,969.0,441.0,450.0,985.0,512.0,401.0
320313028,220,175,41,395.1,278.2,83.0,386.9,259.3,81.9,271.5,198.4,62.2,272.5,194.6,56.9,268.0,183.8,64.2,271.4,191.6,55.7
320313029,733,384,338,719.0,346.0,304.0,710.0,340.0,326.0,671.0,337.0,305.0,669.0,329.0,305.0,667.0,298.0,321.0,678.0,344.0,284.0
320313031,467,309,148,497.0,244.0,195.0,491.0,251.0,179.0,356.0,206.0,126.0,353.0,195.0,130.0,353.0,180.0,136.0,355.0,208.0,115.0
320313032,567,286,270,574.0,254.0,272.0,566.0,258.0,269.0,544.0,268.0,244.0,542.0,263.0,248.0,540.0,242.0,257.0,543.0,273.0,239.0
320313033,121,74,43,187.1,88.0,81.6,186.3,95.1,76.9,152.2,80.8,64.2,153.0,80.1,65.0,152.2,76.1,65.8,150.6,79.3,62.6
320313034,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320313035,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320313036,45,36,6,38.6,27.4,6.8,37.6,26.9,5.3,34.2,24.3,7.3,34.4,25.0,6.3,34.2,23.8,6.8,33.7,24.3,6.1
320313037,778,580,180,974.0,656.0,220.0,967.0,614.0,235.0,770.0,554.0,175.0,771.0,522.0,185.0,765.0,499.0,195.0,778.0,530.0,176.0
320313038,125,71,54,849.0,407.0,360.0,843.0,393.0,411.0,915.0,458.0,435.0,915.0,460.0,427.0,901.0,405.0,450.0,916.0,454.0,402.0
320314000,547,395,137,573.0,386.0,139.0,567.0,371.0,141.0,494.0,349.0,126.0,495.0,327.0,130.0,488.0,315.0,121.0,500.0,335.0,116.0
320314003,75,53,21,83.2,45.1,29.0,82.4,45.7,27.0,63.4,39.4,20.8,63.6,35.0,21.9,63.3,35.5,21.5,65.1,39.1,19.1
320314004,400,315,71,412.4,295.6,77.2,402.4,274.1,68.7,372.8,284.7,66.7,372.6,275.0,68.7,370.8,267.2,70.2,380.3,271.7,60.9
320314005,71,45,23,79.2,42.9,27.6,78.5,43.5,25.7,60.4,37.5,19.8,60.6,33.4,20.9,60.3,33.8,20.4,62.0,37.2,18.2
320314006,101,78,19,246.4,145.1,83.3,240.8,139.6,71.4,193.0,114.4,67.0,191.4,108.9,64.6,190.2,107.3,64.2,196.2,115.2,57.8
320314007,12,9,3,14.0,8.0,5.0,14.0,7.0,5.0,9.0,6.0,3.0,9.0,5.0,3.0,9.0,6.0,3.0,9.0,6.0,3.0
320314008,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314009,274,157,110,402.0,188.0,183.0,399.0,207.0,162.0,326.0,175.0,132.0,324.0,156.0,141.0,323.0,160.0,137.0,337.0,176.0,116.0
320314010,57,40,15,66.4,32.1,27.2,65.3,31.8,27.4,52.5,28.9,21.0,52.4,28.7,20.8,51.8,26.1,21.2,53.2,28.7,19.6
320314011,53,28,19,41.3,19.3,18.2,40.8,20.0,16.6,34.7,19.0,13.9,34.9,17.3,14.1,34.3,16.3,15.2,35.0,19.3,12.4
320314012,556,366,184,608.0,329.0,198.0,602.0,321.0,234.0,487.0,325.0,142.0,486.0,320.0,137.0,484.0,299.0,143.0,493.0,326.0,123.0
320314013,156,125,27,180.0,100.0,65.0,175.0,94.0,59.0,140.0,84.0,49.0,140.0,91.0,42.0,138.0,79.0,46.0,141.0,86.0,43.0
320314014,949,608,320,1043.2,499.2,437.1,1027.0,501.0,427.0,840.5,461.5,336.2,841.0,446.2,335.8,829.6,410.3,349.1,850.6,461.7,310.1
320314015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314016,830,557,257,996.0,504.0,364.0,985.0,492.0,385.0,815.0,465.0,303.0,814.0,441.0,312.0,809.0,422.0,323.0,829.0,458.0,283.0
320314017,659,431,206,747.0,377.0,305.0,740.0,384.0,274.0,617.0,361.0,212.0,617.0,349.0,221.0,616.0,332.0,225.0,628.0,357.0,205.0
320314018,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314019,604,358,216,631.0,322.0,246.0,628.0,323.0,236.0,560.0,294.0,234.0,560.0,290.0,233.0,557.0,267.0,240.0,572.0,288.0,218.0
320314020,687,467,212,799.4,449.2,270.2,785.7,441.7,271.5,692.2,396.2,253.1,692.3,380.5,252.1,687.0,358.9,262.7,700.6,393.0,243.6
320314021,47,24,22,145.5,66.0,66.7,144.2,60.0,72.1,235.2,108.5,120.6,234.5,97.7,128.7,232.5,94.3,127.4,234.5,113.2,111.2
320314022,73,45,28,75.0,39.0,32.0,73.0,35.0,34.0,53.0,28.0,23.0,53.0,28.0,24.0,53.0,27.0,22.0,54.0,30.0,21.0
320314023,119,63,53,100.0,46.7,44.2,99.0,48.4,40.1,84.1,46.1,33.8,84.5,41.8,34.2,83.3,39.5,37.0,85.0,46.7,30.2
320314024,325,206,115,473.7,230.6,194.1,466.3,228.5,196.7,377.4,202.6,155.1,377.3,199.1,159.4,376.2,190.4,160.6,388.8,204.3,138.5
320314025,520,280,222,569.3,263.2,263.2,564.3,253.3,273.2,472.7,247.8,203.0,472.7,231.9,210.0,472.7,223.9,214.9,482.6,240.8,203.0
320314026,0,0,0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
320314028,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314029,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314031,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314032,833,464,351,1310.0,501.8,709.9,1305.1,512.4,687.0,1236.3,507.6,669.7,1234.9,488.1,673.9,1224.4,451.0,690.0,1247.5,531.6,619.9
320314033,735,410,308,929.0,469.0,386.0,921.0,455.0,416.0,836.0,468.0,348.0,835.0,457.0,350.0,829.0,402.0,370.0,842.0,470.0,319.0
320314035,1029,578,430,1443.0,669.0,655.0,1435.0,662.0,665.0,1102.0,588.0,464.0,1102.0,568.0,472.0,1101.0,537.0,494.0,1121.0,594.0,442.0
320314036,512,281,226,588.0,262.0,287.0,587.0,261.0,284.0,498.0,247.0,228.0,499.0,246.0,234.0,495.0,222.0,233.0,504.0,260.0,205.0
320314037,740,410,322,821.0,442.0,315.0,816.0,430.0,327.0,688.0,394.0,255.0,686.0,391.0,252.0,682.0,360.0,272.0,690.0,424.0,217.0
320314038,447,249,187,470.0,241.0,190.0,464.0,231.0,189.0,398.0,215.0,166.0,396.0,213.0,166.0,394.0,194.0,172.0,397.0,218.0,158.0
320314039,909,518,375,1069.7,548.8,428.1,1061.7,540.8,435.1,927.0,511.9,381.2,928.0,503.9,370.2,921.0,464.0,391.2,935.0,501.9,347.2
320314041,833,498,313,1001.2,466.0,438.4,992.3,463.1,413.7,767.2,408.8,314.0,767.2,406.8,314.0,765.2,375.2,319.9,773.1,398.9,290.3
320314042,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314043,264,172,89,304.2,164.8,106.1,301.4,167.1,98.8,232.0,143.9,76.2,232.5,128.1,80.1,231.4,129.8,78.5,238.2,142.8,70.0
320314045,328,224,99,506.9,256.9,183.9,500.3,239.0,193.4,435.9,256.4,151.4,435.0,249.0,155.1,432.2,220.9,159.8,443.4,252.8,141.0
320314046,26,13,12,38.5,17.4,19.3,37.6,16.5,12.8,56.0,23.9,29.4,56.0,23.9,29.4,55.1,22.0,31.2,54.2,25.7,27.5
320314047,36,20,16,59.0,34.0,19.0,58.0,31.0,22.0,53.0,31.0,21.0,53.0,32.0,19.0,53.0,30.0,17.0,52.0,33.0,19.0
320314048,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320314049,469,345,115,598.0,397.0,124.0,590.0,385.0,150.0,479.0,362.0,90.0,478.0,333.0,103.0,468.0,327.0,106.0,477.0,345.0,90.0
320314050,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315000,452,315,126,446.8,266.8,134.1,442.4,258.8,147.0,373.1,242.3,113.7,372.4,232.1,114.9,372.4,224.6,119.7,376.6,244.8,100.1
320315001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315006,1029,660,338,1022.3,636.7,279.0,1017.3,619.8,321.8,924.7,617.8,268.0,923.7,623.7,264.0,920.7,563.0,290.0,930.6,628.7,241.1
320315007,59,47,12,715.0,359.0,290.0,702.0,349.0,309.0,639.0,346.0,265.0,636.0,331.0,278.0,631.0,303.0,276.0,642.0,346.0,244.0
320315008,775,516,242,784.7,468.3,242.6,775.3,464.6,237.9,692.0,453.8,204.4,693.0,448.8,203.5,684.2,415.5,213.9,697.0,459.3,187.7
320315009,518,389,122,590.0,378.0,152.0,580.0,370.0,155.0,526.0,388.0,122.0,526.0,376.0,126.0,524.0,368.0,127.0,523.0,378.0,121.0
320315010,959,689,234,870.0,572.0,185.7,859.3,560.5,223.4,714.0,522.5,160.6,711.5,501.7,168.1,701.3,480.1,171.1,706.9,507.5,150.2
320315011,712,410,290,734.0,389.0,278.0,728.0,378.0,314.0,684.0,405.0,255.0,685.0,408.0,255.0,677.0,371.0,257.0,702.0,413.0,224.0
320315012,229,140,81,254.2,133.7,89.2,250.2,129.1,104.5,231.5,136.4,83.8,232.9,133.1,84.5,228.2,121.1,88.5,230.9,141.1,75.8
320315013,135,80,51,127.8,67.3,44.8,125.8,64.9,52.5,116.5,68.6,42.2,117.1,66.9,42.5,114.8,60.9,44.5,116.1,70.9,38.1
320315014,942,536,389,952.2,476.2,400.8,946.7,476.6,416.0,860.7,460.3,376.3,859.7,454.9,374.3,852.5,416.9,380.9,861.8,461.6,356.4
320315015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315016,1039,612,403,1045.9,543.5,390.8,1034.1,561.9,395.9,925.3,560.0,331.8,925.3,546.8,330.0,914.5,513.4,336.7,925.3,557.7,300.6
320315018,867,549,293,822.0,449.0,296.0,814.0,425.0,310.0,727.0,437.0,239.0,725.0,446.0,243.0,713.0,404.0,249.0,725.0,453.0,213.0
320315019,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315020,140,96,36,208.0,113.0,80.0,207.0,109.0,79.0,180.0,103.0,71.0,179.0,99.0,69.0,177.0,91.0,65.0,178.0,101.0,66.0
320315022,851,530,293,868.2,471.6,304.8,861.7,467.8,318.5,773.0,486.5,253.5,771.8,477.4,249.8,762.7,437.5,258.8,776.7,488.0,229.5
320315023,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315024,547,342,195,590.4,299.1,223.8,588.0,299.1,232.7,528.2,305.0,199.6,526.5,304.4,191.9,521.1,280.1,197.8,533.6,310.3,176.5
320315026,841,538,287,869.0,485.0,317.0,864.0,477.0,313.0,799.0,494.0,273.0,801.0,473.0,285.0,797.0,450.0,281.0,805.0,501.0,252.0
320315027,1106,780,293,1045.0,709.0,228.3,1038.7,666.5,281.6,967.0,739.5,195.4,967.5,710.3,201.9,962.7,716.9,189.9,961.1,735.5,170.8
320315029,221,144,71,238.2,144.2,69.9,235.6,138.2,78.0,199.9,129.7,61.3,199.6,124.9,62.1,199.6,120.4,64.3,201.4,131.2,53.9
320315030,882,483,386,1188.3,533.7,551.7,1179.7,507.2,614.0,1059.8,493.4,538.1,1061.8,489.5,526.1,1055.9,440.9,553.0,1060.0,510.8,504.1
320315031,17,5,12,24.4,9.3,13.3,24.3,8.7,14.7,22.6,9.4,13.0,22.6,9.2,12.8,22.4,8.1,13.4,22.4,9.5,12.5
320315032,394,193,196,325.1,137.5,159.1,324.0,138.6,171.8,289.2,138.3,142.0,289.0,138.5,140.9,288.6,128.1,144.0,293.5,147.4,127.5
320315033,664,425,223,692.8,388.6,234.9,687.8,386.6,255.0,623.5,389.7,210.7,624.5,379.6,219.7,617.5,352.5,222.7,623.5,399.7,186.7
320315034,658,367,282,231.0,116.0,89.0,225.0,122.0,82.0,216.0,138.0,71.0,215.0,132.0,75.0,215.0,119.0,84.0,214.0,128.0,71.0
320315035,932,562,348,1039.0,529.0,408.0,1027.0,522.0,422.0,889.0,507.0,352.0,889.0,494.0,356.0,881.0,453.0,359.0,892.0,510.0,323.0
320315036,971,563,400,1155.0,596.0,472.0,1144.0,561.0,523.0,1052.0,570.0,449.0,1051.0,549.0,457.0,1045.0,515.0,463.0,1061.0,578.0,407.0
320315039,32,19,13,32.0,8.0,23.0,31.0,11.0,19.0,31.0,10.0,19.0,31.0,10.0,19.0,31.0,9.0,19.0,31.0,12.0,17.0
320315040,494,267,224,656.9,276.5,317.9,653.0,273.4,356.2,596.8,286.7,300.0,596.0,294.5,285.1,594.5,253.9,307.0,601.5,297.6,276.5
320315041,556,313,234,656.4,327.1,270.2,650.2,323.3,283.0,596.3,319.6,250.3,595.5,314.7,249.9,591.9,286.2,258.1,599.1,328.3,231.7
320315043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315045,767,350,411,1308.3,528.5,688.0,1302.3,496.5,756.3,1264.3,532.8,712.4,1263.6,519.6,707.3,1255.5,458.3,739.1,1260.1,540.8,680.1
320315046,943,431,499,2409.9,987.4,1287.0,2383.7,966.7,1345.0,2536.2,1056.4,1433.5,2534.0,1043.7,1431.8,2521.2,904.7,1500.5,2563.5,1064.9,1357.3
320315047,1,0,1,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315048,7,4,3,16.0,7.0,9.0,15.0,7.0,7.0,16.0,7.0,8.0,16.0,10.0,6.0,16.0,9.0,6.0,16.0,10.0,6.0
320315049,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315050,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315051,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315052,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315053,6,2,4,22.0,8.8,13.2,22.0,8.1,13.2,18.3,8.8,9.5,18.3,8.1,9.5,18.3,7.3,10.3,18.3,8.8,9.5
320315054,5,4,1,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
320315055,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315056,524,316,187,900.0,530.0,312.0,891.0,521.0,322.0,773.0,505.0,245.0,770.0,490.0,249.0,764.0,454.0,266.0,770.0,493.0,236.0
320315057,373,263,98,371.6,218.9,125.7,363.2,210.4,107.6,291.0,172.6,101.0,288.6,164.1,97.4,286.8,161.7,96.8,295.8,173.8,87.2
320315058,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315059,1,1,0,8.0,3.2,4.8,8.0,2.9,4.8,6.7,3.2,3.5,6.7,2.9,3.5,6.7,2.7,3.7,6.7,3.2,3.5
320315060,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315061,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320315062,524,295,220,604.5,303.7,243.1,598.1,299.1,256.9,551.9,303.1,223.4,550.8,298.5,222.9,549.6,271.9,230.9,553.1,311.2,205.0
320316100,463,319,135,562.9,352.2,168.4,550.7,338.4,135.8,469.3,313.2,127.7,469.3,303.4,130.1,465.3,290.4,142.3,480.7,313.2,119.6
320316101,124,101,20,155.0,113.0,27.0,151.0,111.0,18.0,118.0,94.0,21.0,118.0,87.0,25.0,117.0,88.0,21.0,118.0,86.0,22.0
320316102,128,76,51,129.1,80.8,38.6,126.3,77.6,31.2,107.7,71.8,29.3,107.7,69.6,29.9,106.7,66.6,32.7,110.3,71.8,27.4
320316103,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316104,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316105,230,142,77,277.0,179.0,74.0,269.0,169.0,72.0,228.0,153.0,62.0,227.0,141.0,69.0,226.0,142.0,74.0,226.0,145.0,64.0
320316106,381,227,137,413.0,225.0,152.0,412.0,217.0,158.0,323.0,190.0,115.0,321.0,185.0,120.0,319.0,170.0,120.0,326.0,198.0,104.0
320316107,71,35,33,96.0,35.0,55.0,96.0,30.0,54.0,85.0,30.0,51.0,87.0,33.0,50.0,87.0,31.0,49.0,88.0,32.0,49.0
320316108,779,535,220,881.0,485.0,302.0,869.0,491.0,281.0,747.0,467.0,230.0,745.0,450.0,243.0,744.0,440.0,247.0,768.0,460.0,227.0
320316109,446,300,135,560.0,332.0,187.0,550.0,333.0,163.0,486.0,306.0,149.0,486.0,293.0,155.0,481.0,277.0,156.0,496.0,303.0,135.0
320316110,555,371,173,652.0,345.0,250.0,647.0,350.0,243.0,574.0,332.0,206.0,574.0,319.0,217.0,572.0,307.0,216.0,586.0,337.0,193.0
320316111,548,363,165,615.0,330.0,246.0,611.0,312.0,238.0,437.0,256.0,160.0,439.0,242.0,161.0,436.0,238.0,154.0,453.0,264.0,145.0
320316112,646,391,238,725.2,370.0,285.9,719.0,375.6,269.0,569.3,306.5,233.8,564.2,290.8,237.5,564.2,275.9,236.2,577.4,301.3,214.4
320316113,242,153,80,252.7,166.5,62.2,250.4,160.1,64.5,210.5,139.0,57.5,209.3,133.7,58.0,208.7,126.7,58.0,209.9,143.1,52.2
320316201,798,530,245,838.0,481.0,292.0,830.0,453.0,274.0,703.0,422.0,235.0,704.0,409.0,241.0,699.0,380.0,234.0,734.0,425.0,212.0
320316202,869,554,290,1079.0,618.0,358.0,1064.0,600.0,369.0,866.0,550.0,274.0,867.0,537.0,284.0,866.0,508.0,284.0,875.0,534.0,278.0
320316203,328,241,80,417.0,277.0,105.0,410.0,269.0,92.0,313.0,213.0,85.0,313.0,210.0,83.0,306.0,196.0,86.0,308.0,200.0,78.0
320316205,848,598,231,959.3,652.5,228.8,950.6,603.9,241.5,769.3,517.2,195.5,765.5,503.6,198.9,764.1,481.7,210.8,789.8,513.2,185.8
320316206,91,77,13,144.0,102.0,29.0,143.0,95.0,25.0,90.0,70.0,13.0,90.0,68.0,17.0,90.0,66.0,13.0,93.0,73.0,11.0
320316207,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316208,497,330,153,481.0,259.0,182.0,472.0,270.0,164.0,441.0,266.0,147.0,439.0,259.0,144.0,439.0,239.0,147.0,447.0,268.0,125.0
320316209,337,218,112,348.0,207.0,107.0,345.0,210.0,101.0,276.0,188.0,71.0,277.0,184.0,76.0,276.0,167.0,77.0,279.0,192.0,67.0
320316210,614,395,203,696.0,395.0,246.0,691.0,400.0,226.0,552.0,332.0,184.0,552.0,311.0,203.0,545.0,292.0,206.0,556.0,330.0,175.0
320316211,893,568,302,923.0,509.0,325.0,916.0,507.0,328.0,796.0,461.0,293.0,795.0,438.0,305.0,790.0,405.0,308.0,799.0,446.0,282.0
320316212,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316300,725,405,307,684.0,303.0,321.0,680.0,306.0,317.0,629.0,307.0,295.0,629.0,301.0,299.0,621.0,272.0,300.0,633.0,316.0,278.0
320316301,170,85,82,268.9,107.9,144.1,269.7,102.6,160.1,297.0,116.6,168.8,296.0,117.4,168.4,295.5,109.4,164.6,309.2,125.1,150.5
320316302,621,386,219,612.0,299.0,242.0,608.0,285.0,244.0,475.0,260.0,180.0,472.0,254.0,182.0,470.0,221.0,184.0,481.0,257.0,177.0
320316303,35,25,10,42.0,23.0,17.0,41.0,23.0,14.0,29.0,16.0,12.0,29.0,15.0,13.0,29.0,14.0,15.0,29.0,17.0,12.0
320316304,379,215,156,607.5,246.9,307.6,601.0,238.5,323.8,511.8,228.8,265.6,509.9,222.3,268.2,509.2,206.2,274.0,515.1,230.1,254.0
320316306,420,256,149,505.8,261.0,208.1,500.0,249.4,203.0,382.7,198.5,168.2,380.8,195.2,167.5,380.8,179.1,168.8,386.6,199.7,156.6
320316307,990,601,364,1104.0,583.0,415.0,1095.0,595.0,421.0,929.0,498.0,385.0,929.0,483.0,395.0,924.0,446.0,401.0,941.0,506.0,344.0
320316308,967,480,471,1004.0,391.2,557.7,999.1,398.1,551.9,922.6,415.3,477.1,923.5,413.3,476.1,918.5,350.3,521.0,931.7,418.4,459.9
320316309,0,0,0,1.5,0.8,0.5,1.4,0.7,0.5,1.2,0.7,0.4,1.2,0.7,0.5,1.2,0.7,0.5,1.3,0.7,0.4
320316310,553,296,249,599.0,254.0,288.0,593.0,263.0,283.0,492.0,223.0,243.0,490.0,223.0,245.0,488.0,205.0,242.0,498.0,228.0,232.0
320316311,650,361,277,713.0,352.0,306.0,708.0,347.0,309.0,596.0,305.0,267.0,598.0,292.0,269.0,594.0,280.0,267.0,609.0,322.0,241.0
320316313,844,444,396,900.0,412.9,424.2,897.2,407.3,442.0,787.4,396.1,365.1,787.4,393.2,358.5,779.0,345.4,376.3,793.0,404.5,340.7
320316314,525,307,213,536.0,231.0,263.0,531.0,240.0,251.0,437.0,221.0,196.0,437.0,214.0,200.0,437.0,196.0,210.0,439.0,222.0,193.0
320316315,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316316,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316317,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320316400,239,122,112,374.6,139.9,192.8,372.4,155.2,201.3,320.5,148.3,163.7,320.0,142.5,165.8,318.4,129.3,170.1,328.5,155.2,146.2
320316402,273,156,112,444.5,179.1,228.4,439.0,171.5,240.2,415.2,186.2,216.4,414.1,182.7,217.8,412.8,163.8,224.0,417.9,183.9,210.0
320316403,999,518,475,1069.2,476.4,534.1,1063.7,440.7,566.2,970.2,454.4,481.9,971.2,441.6,492.0,959.2,405.0,490.2,984.9,471.8,432.4
