GEOID20,Tot_2016_gov,D_2016_gov,R_2016_gov,Tot_2016_ltg,D_2016_ltg,R_2016_ltg,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2016_ag,D_2016_ag,R_2016_ag,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_ag,D_2020_ag,R_2020_ag,Tot_2020_gov,D_2020_gov,R_2020_gov,Tot_2020_ltg,D_2020_ltg,R_2020_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen,Tot_2018_ltg,D_2018_ltg,R_2018_ltg
50021502117,1532,431,1055,1498,576,879,1527,668,669,1454,800,599,1527,746,720,1737,896,784,1614,914,641,1711,297,1304,1676,614,993,1224,686,488,1261,334,855,1242,0,531,1248,0,675
50021502121,1842,692,1081,1778,827,899,1843,911,704,1742,1089,579,1827,1011,714,2039,1204,766,1890,1204,611,2014,417,1499,1988,864,1040,1375,871,462,1428,444,905,1417,0,506,1416,0,661
50021502102,1887,671,1168,1843,870,933,1871,924,723,1803,1100,643,1877,1056,740,2184,1213,896,2077,1245,745,2172,507,1544,2138,921,1144,1539,973,511,1586,524,959,1580,0,524,1576,0,696
50021502114,94,31,62,91,37,51,95,45,42,89,50,34,95,52,41,117,55,56,109,55,50,115,21,83,110,38,69,68,30,30,69,15,47,70,0,31,70,0,42
50021502123,1661,649,928,1604,746,816,1664,835,628,1567,990,514,1646,936,601,1951,1106,769,1822,1125,617,1916,470,1324,1881,793,982,1302,829,426,1332,418,819,1331,0,491,1320,0,624
50021502122,1328,482,791,1294,581,669,1345,587,557,1260,745,452,1330,714,500,1528,866,598,1434,851,499,1490,371,1004,1471,648,724,935,547,335,971,302,579,959,0,343,941,0,437
50025502519,674,348,268,641,357,235,682,412,174,628,402,186,665,408,180,769,553,191,707,482,175,748,284,417,732,426,272,577,413,132,595,305,241,593,0,119,582,0,164
50025502514,995,643,315,955,669,262,992,652,209,930,645,232,991,684,218,1141,842,261,1043,751,228,1117,471,581,1094,678,330,839,628,170,845,497,304,850,0,151,843,0,200
50025502515,1295,950,292,1260,979,244,1311,992,175,1209,920,205,1296,989,196,1515,1234,235,1392,1088,192,1487,805,592,1438,1062,284,1161,976,124,1202,863,280,1200,0,126,1179,0,176
50025502512,930,387,521,891,446,417,942,517,303,867,482,334,928,529,318,1118,744,347,1012,614,313,1106,313,752,1066,547,457,779,503,242,819,311,454,811,0,236,803,0,304
50025502524,1042,530,470,978,527,407,1046,591,338,950,528,338,1037,606,326,1156,789,341,1065,673,334,1134,381,694,1112,646,420,789,473,245,811,366,388,809,0,217,795,0,295
50025502502,2117,1417,625,2034,1418,569,2143,1489,426,1990,1385,490,2109,1518,422,2391,1833,500,2210,1623,466,2328,1004,1205,2291,1507,677,1713,1319,320,1751,1054,599,1738,0,284,1715,0,412
50025502504,1929,1476,375,1864,1458,335,1959,1515,221,1812,1409,269,1910,1467,248,2185,1856,270,2018,1590,239,2137,1214,804,2081,1575,367,1710,1432,177,1745,1243,396,1746,0,159,1729,0,230
50027502714,595,313,261,582,342,224,592,395,130,577,403,156,595,351,219,679,509,146,647,482,135,669,188,469,663,388,265,507,393,103,523,217,283,522,0,95,521,0,157
50027502715,374,186,176,354,190,153,373,231,108,343,206,122,366,222,132,445,312,120,418,288,105,439,123,308,431,227,190,339,222,99,354,113,207,347,0,92,346,0,120
50011501107,630,145,470,623,161,455,628,229,296,614,344,253,629,305,304,754,318,407,735,379,326,763,84,621,750,217,489,537,302,213,547,147,373,545,0,248,548,0,357
50011501106,702,261,428,690,317,357,701,336,240,675,454,210,698,414,248,824,494,291,786,502,255,820,186,613,805,338,435,593,394,179,601,222,357,606,0,196,605,0,294
50027502703,562,268,273,540,296,236,569,339,174,513,327,169,558,331,200,669,465,177,622,438,151,664,198,447,651,375,255,512,355,137,525,217,284,522,0,142,520,0,192
50025502503,1800,1393,321,1743,1385,287,1835,1343,212,1690,1324,234,1792,1362,203,2087,1734,283,1908,1503,260,2010,1046,846,1981,1476,382,1565,1272,180,1601,1094,413,1598,0,145,1575,0,222
50027502709,3882,2165,1563,3737,2270,1348,3899,2452,947,3668,2487,1019,3879,2493,1150,4758,3470,1158,4438,3104,1069,4674,1579,2887,4593,2607,1774,3185,2368,696,3278,1584,1530,3249,0,652,3237,0,967
50027502712,2297,1750,483,2201,1759,400,2321,1982,191,2127,1782,297,2299,1928,297,2570,2316,211,2346,2010,234,2490,1143,1307,2457,1976,424,2064,1806,194,2125,1337,745,2130,0,175,2086,0,290
50011501103,1206,375,787,1193,468,706,1195,502,429,1161,772,351,1198,715,401,1274,640,590,1230,769,422,1270,198,1004,1249,455,732,1038,690,311,1071,262,751,1064,0,360,1053,0,589
50027502716,646,341,288,633,386,237,643,393,162,618,431,151,646,411,186,732,526,183,679,478,155,722,239,457,712,417,265,582,416,141,603,257,316,594,0,129,591,0,187
50027502704,1010,423,555,991,534,434,997,543,299,955,633,289,1005,603,352,1147,728,381,1086,704,316,1132,316,772,1135,568,518,875,600,247,911,330,536,900,0,242,911,0,361
50019501920,220,62,147,214,92,116,216,103,93,212,102,104,215,95,105,240,126,102,222,144,71,233,48,172,230,97,125,175,102,71,176,60,110,174,0,70,176,0,88
50023502321,1080,611,438,1039,674,347,1079,752,182,1006,739,220,1062,743,249,1264,1039,179,1173,929,189,1250,458,761,1224,812,371,997,786,156,1027,508,484,1017,0,162,1013,0,270
50025502523,640,253,360,608,290,305,642,283,285,594,269,275,625,311,261,775,397,340,703,352,313,748,190,484,729,319,366,486,265,196,502,203,262,498,0,172,495,0,222
50025502511,509,257,226,488,291,180,513,311,132,476,306,143,504,309,141,581,406,149,565,357,151,574,211,342,561,297,232,373,268,93,384,190,165,384,0,91,380,0,135
50023502305,1376,406,945,1344,597,717,1356,658,454,1321,874,403,1371,720,581,1534,960,520,1459,978,425,1536,316,1176,1513,657,805,1139,750,364,1167,320,810,1145,0,390,1163,0,596
50023502306,794,333,432,768,414,339,793,394,252,742,460,258,786,454,285,892,558,296,826,530,261,874,202,658,861,430,398,659,431,205,684,276,382,675,0,194,682,0,282
50019501917,651,180,447,637,284,342,646,243,283,624,361,240,643,307,303,795,370,394,761,418,320,783,144,574,779,268,474,505,288,203,521,145,354,519,0,209,516,0,263
50019501909,425,182,226,413,235,165,426,271,96,405,257,136,423,291,117,491,365,106,460,343,93,483,161,312,471,300,157,350,270,70,356,166,175,350,0,68,356,0,117
50019501904,468,136,308,455,203,235,464,184,210,445,234,189,457,219,199,541,247,274,502,254,221,524,105,376,516,202,284,374,207,153,383,110,256,384,0,164,378,0,198
50009500909,5,1,4,5,2,3,5,2,3,5,3,2,5,3,2,14,6,8,14,7,6,12,2,10,14,5,9,2,1,1,1,0,1,2,0,1,2,0,1
50017501709,542,116,416,527,186,330,538,186,265,522,278,222,535,211,298,610,261,324,581,273,286,612,74,499,606,167,425,404,216,177,409,67,326,411,0,190,411,0,266
50001500116,330,201,124,318,227,86,335,228,58,308,251,49,327,251,62,369,280,76,346,271,57,361,165,189,354,246,94,295,248,38,300,183,105,301,0,39,301,0,58
50001500114,653,172,465,646,208,413,648,270,284,630,346,267,649,307,318,752,367,351,711,401,289,742,111,593,730,250,453,603,333,250,623,150,410,609,0,264,612,0,364
50001500118,650,262,373,633,311,311,650,356,211,602,401,184,649,390,236,742,445,263,691,453,205,738,185,527,721,331,362,558,379,163,571,192,353,563,0,173,570,0,268
50003500301,1256,543,666,1222,601,580,1268,662,435,1212,647,465,1250,732,432,1485,929,511,1381,853,465,1458,385,922,1409,715,616,1048,642,325,1076,451,550,1072,0,306,1062,0,407
50003500302,3041,1627,1280,2916,1709,1085,3046,1764,970,2880,1585,844,3039,1936,828,3549,2226,1193,3252,1993,1024,3465,1138,1869,3382,1937,1231,2468,1539,629,2534,1210,1096,2537,0,585,2483,0,862
50019501905,510,135,366,490,204,276,510,196,244,486,304,167,504,255,215,568,245,294,542,297,225,562,97,428,556,195,337,393,232,142,396,108,269,397,0,180,397,0,222
50001500115,345,114,227,339,153,184,338,171,126,340,216,118,342,178,150,420,271,137,406,274,114,417,96,307,410,197,196,295,186,86,302,110,185,293,0,95,301,0,131
50001500109,495,152,332,482,198,270,492,217,207,470,273,178,492,258,211,542,296,230,528,323,183,540,104,402,534,228,297,381,227,143,392,100,270,392,0,159,391,0,195
50015501501,161,40,115,154,56,95,158,53,85,155,80,69,159,73,80,176,79,93,171,86,77,176,28,139,170,58,104,127,62,60,131,38,87,132,0,56,130,0,79
50003500310,376,159,193,360,167,173,379,166,173,351,164,141,387,191,127,431,203,212,398,187,185,416,123,249,415,174,219,297,151,127,303,130,143,304,0,74,299,0,141
50005500511,308,80,210,299,121,171,303,110,131,291,155,122,301,144,125,374,197,163,349,190,136,368,82,256,364,136,210,243,133,102,250,65,169,247,0,96,247,0,134
50005500509,482,204,260,477,240,208,472,291,113,468,278,176,481,291,168,519,357,141,483,326,114,516,131,365,504,275,208,417,300,106,428,199,209,420,0,113,422,0,145
50007500706,2765,1599,1089,2695,1725,906,2766,1914,505,2658,2187,389,2750,2026,590,3181,2529,555,3019,2458,410,3144,1176,1889,3068,1982,930,2465,2066,327,2527,1293,1159,2510,0,417,2496,0,710
50007500709,2801,1661,1060,2732,1786,879,2819,1962,489,2694,2216,388,2784,2067,572,3253,2631,534,3090,2525,406,3212,1258,1886,3163,2064,920,2526,2122,322,2584,1370,1143,2565,0,408,2561,0,690
50021502128,1111,399,670,1085,474,588,1113,529,463,1050,575,431,1107,567,491,1298,703,563,1216,675,476,1279,301,907,1242,498,681,884,522,335,890,274,555,900,0,372,902,0,436
50021502108,387,141,235,378,173,198,389,188,163,369,195,163,386,192,168,427,221,191,404,228,118,421,91,314,419,178,222,301,162,124,310,85,194,304,0,127,308,0,147
50021502115,751,316,413,732,350,363,754,368,311,716,389,292,742,413,282,887,496,369,834,465,323,876,270,571,850,404,406,671,405,239,680,230,396,688,0,245,682,0,301
50023502320,1126,573,527,1078,667,391,1111,751,210,1040,772,228,1114,784,275,1248,1023,200,1150,901,198,1230,388,816,1205,783,381,972,766,175,1018,449,529,1015,0,186,1007,0,304
50019501918,303,98,194,293,135,154,303,134,123,290,166,111,298,148,130,349,190,146,317,181,122,343,75,248,328,141,173,258,159,91,257,85,162,256,0,93,256,0,121
50027502724,1684,858,734,1632,989,564,1695,964,462,1594,1055,464,1692,1062,485,1890,1266,537,1768,1145,513,1859,525,1225,1837,955,770,1313,898,351,1347,556,696,1350,0,323,1348,0,454
50027502705,509,227,260,493,235,206,522,280,160,485,304,161,511,273,198,601,372,212,568,347,186,593,138,433,589,262,306,417,256,142,430,139,260,426,0,136,420,0,161
50011501110,644,267,339,629,347,270,658,302,231,620,399,192,653,385,210,756,449,278,702,418,228,747,244,457,726,353,316,578,390,167,591,279,290,593,0,168,588,0,232
50011501111,834,252,555,820,287,513,827,324,388,816,491,296,833,467,322,942,434,478,906,512,355,926,172,674,914,310,535,612,379,208,631,179,418,629,0,238,617,0,344
50011501112,817,187,617,801,211,583,815,305,377,794,510,264,807,422,359,1015,435,532,957,532,391,993,113,819,980,294,643,648,410,220,661,121,512,661,0,262,657,0,415
50001500105,1618,613,962,1590,748,828,1607,892,501,1579,1077,475,1616,973,594,1830,1202,561,1770,1246,472,1815,449,1326,1807,909,841,1402,977,402,1420,496,888,1419,0,442,1416,0,647
50023502310,826,423,384,792,482,295,823,586,142,764,567,174,827,584,201,971,796,150,902,711,158,954,293,649,938,599,316,718,570,129,747,318,402,740,0,140,733,0,225
50003500318,178,83,85,164,95,63,177,94,66,160,88,50,178,114,49,196,95,96,184,95,81,191,51,110,190,87,91,139,87,39,142,61,67,142,0,28,138,0,42
50003500303,2971,1490,1366,2816,1569,1128,2979,1597,979,2802,1459,866,2949,1815,826,3547,2143,1280,3284,1958,1095,3432,1019,1916,3379,1796,1324,2374,1388,641,2446,1049,1147,2472,0,587,2386,0,858
50019501910,299,55,233,291,102,183,302,81,175,281,137,133,299,103,166,358,139,210,334,149,177,351,52,266,340,102,224,251,115,127,262,54,190,257,0,134,257,0,153
50003500314,1807,815,941,1747,906,792,1809,949,659,1717,850,656,1805,1023,640,2220,1343,816,2072,1225,754,2192,647,1333,2144,1115,941,1542,868,509,1584,631,815,1614,0,408,1570,0,652
50001500104,743,383,347,725,441,277,737,517,147,705,530,161,744,537,187,850,663,145,815,646,145,847,268,566,832,542,261,682,543,123,700,336,346,698,0,135,694,0,200
50001500119,928,445,459,916,522,374,931,534,256,897,622,247,922,552,310,1023,636,333,983,661,283,1020,289,698,1007,485,464,803,562,206,809,357,417,808,0,228,810,0,300
50013501305,1127,464,641,1108,543,555,1120,672,301,1093,810,265,1125,716,357,1309,903,376,1261,922,297,1306,264,1015,1294,673,591,1049,808,217,1068,396,650,1059,0,296,1064,0,494
50009500915,114,33,77,111,35,75,117,39,60,108,42,66,112,56,52,145,67,74,132,66,63,137,12,121,137,45,88,97,46,49,102,24,77,100,0,48,96,0,56
50005500514,461,108,338,437,167,261,426,168,220,430,194,225,450,210,212,539,245,275,495,270,209,521,99,392,525,181,324,341,174,154,348,81,254,342,0,144,342,0,192
50009500904,547,136,384,533,195,320,555,227,273,521,275,219,547,272,237,605,252,334,524,268,232,539,96,399,581,196,369,443,224,208,440,118,304,441,0,181,441,0,250
50009500916,86,19,64,84,23,60,84,30,46,81,40,38,83,35,42,108,44,62,103,44,58,106,18,83,106,32,73,69,35,34,71,12,56,71,0,39,70,0,46
50015501503,563,141,402,549,232,311,561,221,241,535,322,202,553,272,247,634,303,313,596,328,243,622,132,452,613,210,377,398,245,137,404,113,279,399,0,144,402,0,209
50017501719,1556,361,1164,1517,540,947,1541,627,658,1490,924,524,1548,713,766,1862,858,923,1764,974,734,1851,231,1526,1811,532,1230,1222,753,436,1241,237,954,1240,0,504,1238,0,733
50017501716,551,133,405,533,194,329,536,217,241,523,316,188,550,209,327,609,306,283,576,320,225,601,108,458,602,189,396,445,280,156,457,123,308,458,0,179,455,0,249
50017501714,711,286,408,696,346,331,702,349,242,676,436,209,708,372,298,863,514,314,821,535,237,858,225,606,853,414,414,658,437,194,679,238,386,676,0,207,670,0,282
50003500312,217,96,115,213,98,111,217,99,95,214,101,94,217,108,85,253,147,96,236,137,89,249,84,136,249,113,115,184,102,65,193,77,99,190,0,69,187,0,81
50025502525,282,75,195,266,122,134,275,156,79,260,147,97,278,149,90,282,187,83,265,159,75,279,69,192,268,125,123,199,144,47,208,77,121,208,0,44,206,0,68
50009500912,56,12,43,57,23,33,55,18,28,52,20,29,57,24,26,49,25,23,47,22,20,50,9,39,49,13,28,39,22,13,41,7,32,41,0,15,39,0,19
50007500705,2558,1878,576,2494,1983,434,2609,1987,244,2407,2036,235,2541,2015,286,3191,2793,282,2960,2451,239,3133,1738,1316,3045,2210,525,2450,2139,183,2544,1764,667,2533,0,204,2494,0,337
50007500704,1900,1467,339,1847,1539,241,1954,1531,134,1765,1507,143,1884,1529,154,2330,2083,167,2132,1764,135,2275,1364,829,2214,1647,283,1873,1653,108,1937,1435,396,1938,0,105,1907,0,180
50007500732,3034,1885,1057,2935,1999,859,3068,2105,536,2878,2309,446,3006,2180,606,3701,3005,585,3486,2763,454,3623,1575,1947,3560,2303,918,2732,2296,343,2812,1637,1062,2797,0,383,2764,0,661
50007500710,1516,1170,291,1452,1160,235,1568,1310,99,1398,1204,125,1514,1244,139,1909,1728,116,1707,1420,105,1836,1031,737,1783,1341,222,1707,1516,102,1767,1285,385,1766,0,99,1721,0,177
50005500515,520,185,320,518,275,230,519,246,168,500,268,219,512,302,186,586,351,207,564,353,184,577,158,395,569,255,288,434,264,155,447,158,260,439,0,154,446,0,199
50021502118,1433,516,873,1396,639,716,1440,652,599,1359,754,540,1428,765,565,1664,844,755,1547,799,672,1629,360,1181,1604,634,880,1187,696,439,1209,391,715,1217,0,435,1216,0,565
50021502129,577,181,377,559,212,325,575,209,312,551,239,276,576,260,286,742,315,416,694,307,346,726,136,544,709,239,442,478,217,239,495,125,344,491,0,231,485,0,268
50021502105,1248,361,861,1224,443,759,1242,470,641,1192,622,533,1245,558,633,1469,656,782,1385,693,649,1448,235,1143,1427,451,929,981,487,465,1009,210,739,1005,0,519,994,0,604
50007500703,1478,1152,274,1406,1135,218,1527,1274,96,1360,1179,117,1468,1213,128,2035,1845,129,1845,1530,120,1970,1067,837,1906,1428,241,1700,1503,100,1756,1279,382,1762,0,97,1716,0,173
50007500725,2588,1478,1076,2508,1546,919,2582,1899,433,2495,2056,388,2577,1938,560,3031,2513,443,2848,2419,361,2993,966,1981,2929,1916,913,2268,1934,292,2331,1146,1126,2294,0,421,2295,0,675
50021502111,646,221,408,634,252,372,638,302,268,600,315,263,645,322,301,780,445,314,742,441,260,776,176,577,763,339,396,539,308,216,552,154,374,554,0,239,549,0,278
50021502125,664,279,356,653,269,334,661,325,269,638,375,243,661,357,276,690,395,268,643,380,237,678,181,464,672,295,344,518,318,177,536,194,314,539,0,182,535,0,243
50021502110,656,248,383,636,290,324,661,357,232,616,335,247,655,357,254,836,560,255,764,477,248,825,217,578,800,373,403,542,320,194,568,164,371,560,0,192,558,0,245
50021502106,648,206,415,632,252,350,641,252,291,615,291,283,644,295,299,755,325,405,707,325,346,748,154,543,734,233,457,507,260,225,509,149,315,519,0,235,513,0,273
50025502506,779,357,394,748,361,360,783,409,279,732,368,304,778,431,276,948,613,296,879,530,306,950,261,630,912,490,382,637,366,236,662,258,363,655,0,205,660,0,293
50011050113,425,164,248,418,175,235,425,217,136,414,285,115,428,267,130,521,333,159,491,337,132,519,120,361,499,232,231,345,246,88,360,127,211,360,0,100,348,0,163
50011501118,377,146,221,370,154,209,375,192,121,364,253,101,374,236,117,455,297,142,441,300,119,448,107,319,446,205,205,305,216,79,309,114,187,314,0,90,308,0,146
50011501114,471,183,277,466,194,265,473,244,153,462,319,128,468,299,144,581,375,179,558,381,148,573,135,408,562,261,260,388,276,101,398,140,241,400,0,113,390,0,183
50011501116,341,132,198,332,138,188,340,175,109,330,227,91,340,213,105,408,266,128,393,271,105,404,96,288,403,186,185,278,197,70,278,102,172,278,0,80,279,0,130
50011501117,492,193,288,490,204,278,491,252,157,478,333,133,491,313,153,599,392,186,580,396,156,587,140,422,587,273,271,404,287,106,408,150,249,410,0,117,410,0,192
50011501115,405,158,237,399,167,226,401,207,131,396,276,109,403,256,124,493,319,152,474,323,127,488,115,346,478,221,222,332,237,84,339,121,203,343,0,96,333,0,158
50027502702,128,44,81,126,51,73,126,50,60,123,65,54,127,57,54,143,63,72,124,62,56,139,28,101,137,42,87,99,51,44,99,25,66,103,0,47,103,0,56
50023502307,1024,552,443,1010,661,327,1020,688,195,976,737,203,1017,716,247,1148,886,221,1081,824,199,1130,436,663,1115,686,369,879,687,158,913,491,388,908,0,149,903,0,252
50025502513,567,411,138,549,407,128,575,432,90,545,416,95,567,436,89,646,528,94,601,465,89,643,368,255,617,459,130,507,418,57,530,387,115,535,0,36,516,0,70
50019501903,395,109,273,382,148,230,391,146,193,368,198,166,385,187,175,490,218,265,453,244,195,477,75,360,469,157,293,307,176,121,319,98,205,316,0,128,314,0,166
50013501302,1184,387,773,1161,500,637,1174,594,431,1159,805,334,1179,676,457,1409,831,538,1362,915,412,1400,254,1109,1383,622,729,1058,743,291,1075,312,716,1068,0,356,1076,0,579
50009500903,111,36,70,106,41,61,110,30,52,104,54,43,112,54,44,130,55,73,120,46,62,129,29,92,130,45,85,70,29,38,74,20,48,74,0,36,71,0,40
50001500120,1238,543,660,1214,649,543,1219,712,326,1205,870,300,1230,786,391,1478,1016,428,1430,1024,348,1481,420,1034,1463,763,660,1123,832,255,1134,477,624,1128,0,281,1131,0,421
50003500313,58,14,38,55,20,31,58,19,36,54,15,27,55,20,29,64,28,36,60,23,34,62,14,47,62,17,42,38,15,18,36,12,19,38,0,15,37,0,19
50001500107,146,82,61,141,87,49,148,82,29,134,103,24,147,98,36,169,136,30,162,127,26,164,57,106,163,106,51,125,99,18,128,62,58,133,0,20,127,0,26
50015501510,801,295,477,783,400,362,798,397,276,764,499,240,802,473,284,923,589,306,882,578,261,919,224,662,899,458,415,666,468,181,677,278,374,675,0,169,668,0,270
50005500517,397,126,256,383,173,201,394,156,175,372,183,174,393,201,160,452,236,200,420,251,157,447,112,301,443,190,236,321,178,131,327,125,191,329,0,131,327,0,159
50021502116,295,120,163,287,134,144,294,147,114,276,170,92,290,153,117,332,206,120,310,205,95,330,94,223,321,154,156,254,144,98,257,74,167,258,0,98,258,0,123
50021502131,1043,277,727,1022,358,633,1036,384,541,1001,520,424,1035,489,487,1167,510,613,1120,563,513,1154,178,883,1146,367,716,822,427,345,835,198,558,832,0,375,838,0,463
50027502720,423,171,228,417,211,190,426,222,140,397,250,131,419,231,156,477,341,123,453,321,104,471,120,340,466,268,181,338,225,93,341,108,211,341,0,90,340,0,124
50019501914,339,74,258,334,83,232,337,101,197,326,148,167,335,125,197,401,172,218,371,190,158,389,41,335,383,135,241,273,134,136,289,53,221,281,0,152,283,0,183
50025502507,1145,754,349,1107,765,314,1154,797,213,1091,765,266,1141,822,232,1357,1035,281,1237,917,249,1320,610,663,1286,860,368,1001,796,176,1026,636,337,1021,0,154,1024,0,234
50001500117,556,198,341,546,261,275,555,296,189,534,348,168,556,321,206,676,393,258,643,426,199,678,158,502,668,304,345,465,321,132,474,143,316,473,0,147,473,0,223
50001500123,199,63,127,189,94,91,197,95,68,186,130,49,192,114,67,218,124,84,205,127,69,216,43,145,213,96,111,165,115,44,177,40,129,170,0,46,169,0,76
50015501509,376,120,246,368,157,205,375,161,146,356,223,123,372,185,168,454,227,209,429,248,164,451,75,347,441,160,264,343,227,104,367,113,243,357,0,124,363,0,199
50009500913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001500106,125,66,53,121,72,48,123,78,31,116,75,36,125,75,41,126,90,34,127,86,31,129,48,76,129,74,48,108,82,22,111,57,51,106,0,19,110,0,36
50025502501,164,71,79,154,75,70,166,69,61,155,76,62,163,92,48,214,120,84,189,100,69,210,67,128,204,97,87,139,79,47,143,60,73,142,0,46,141,0,49
50025502517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001500108,159,58,97,153,75,70,159,75,54,154,102,44,157,84,64,171,102,57,163,110,48,171,49,119,166,84,78,138,92,39,139,43,86,141,0,36,137,0,53
50003500308,236,129,103,226,120,101,231,166,54,218,137,71,229,145,69,300,218,71,282,186,77,295,116,168,288,175,104,200,140,51,204,97,103,205,0,44,198,0,58
50023502324,597,305,277,589,370,201,594,374,117,580,433,120,593,408,145,624,464,125,592,457,99,621,239,362,617,385,196,502,391,88,513,255,239,509,0,97,510,0,148
50009500901,9,3,6,8,3,5,10,4,5,9,4,4,9,5,4,14,7,7,14,8,5,14,3,11,14,6,8,8,5,3,8,2,6,8,0,3,8,0,4
50021502130,137,35,100,139,56,83,133,56,56,127,74,49,138,68,64,151,78,70,144,81,59,150,25,104,151,61,84,112,66,42,113,25,75,114,0,42,115,0,66
50025502505,284,166,114,270,177,87,287,169,68,269,175,81,288,176,78,329,217,96,306,198,87,329,127,189,320,179,123,220,144,64,225,113,97,224,0,61,222,0,65
50017501713,579,146,418,567,210,314,574,226,274,540,285,235,570,244,307,646,273,356,619,320,272,638,105,494,638,238,382,430,232,186,434,108,304,435,0,188,436,0,239
50015501504,550,254,281,535,301,227,541,339,132,525,350,156,546,358,168,606,447,149,576,410,147,607,144,446,597,344,232,499,367,111,507,230,264,504,0,109,504,0,177
50009500917,65,16,48,63,15,46,65,18,38,65,32,31,60,21,36,55,17,36,54,24,29,55,5,47,52,6,46,47,18,26,49,5,42,48,0,29,48,0,35
50009500911,144,51,92,140,48,87,144,40,76,137,65,69,144,64,72,174,79,90,169,75,91,171,34,130,171,60,107,103,49,51,107,28,75,102,0,46,107,0,62
50025502010,418,205,192,406,216,176,433,202,183,396,195,169,420,210,162,492,273,193,454,245,180,475,157,280,466,227,205,347,211,119,354,162,160,355,0,105,349,0,136
50021502112,484,198,266,473,226,235,484,233,179,461,265,176,483,267,195,549,308,225,521,288,203,547,160,367,535,242,273,420,255,151,449,168,256,445,0,154,436,0,185
50003500315,464,192,251,432,183,218,474,203,238,426,175,207,455,227,182,539,254,267,477,224,224,509,102,329,496,206,254,363,165,165,367,127,209,374,0,131,366,0,198
50027502713,344,141,185,322,153,164,348,173,125,320,176,129,344,175,147,371,251,104,366,230,115,371,88,271,371,181,180,254,161,82,265,102,143,261,0,80,261,0,98
50005500513,102,45,49,102,69,33,100,58,22,95,66,25,97,68,25,114,82,28,108,77,25,112,39,70,108,69,38,89,70,13,90,56,30,92,0,14,89,0,18
50001500121,283,108,165,277,129,143,275,149,83,269,165,99,279,170,98,326,216,102,318,214,70,326,85,236,324,151,161,261,183,73,262,93,160,262,0,79,265,0,126
50009500910,43,10,33,41,17,24,41,12,22,40,21,18,41,27,13,43,20,23,43,19,12,43,13,27,43,14,26,36,18,18,37,6,28,34,0,14,37,0,22
50009500919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003500305,5,2,3,5,3,2,5,3,2,6,3,2,5,3,2,5,3,2,5,3,2,4,1,3,5,3,2,3,2,1,4,2,2,4,0,1,4,0,2
50007500702,12,7,5,12,8,4,11,8,2,11,9,2,12,9,3,21,16,5,21,16,4,21,7,14,21,13,7,15,12,3,15,8,7,15,0,3,15,0,4
50009500902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
