GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
45083083,1168.0,739.0,381.0,1124.0,654.0,436.0,920.0,595.0,310.0,915.0,618.0,296.0,1347,860,476
45083082,1169.0,653.0,456.0,1149.0,595.0,527.0,942.0,504.0,411.0,933.0,526.0,405.0,1260,675,564
45083106,507.0,291.0,203.0,496.0,264.0,220.0,365.0,229.0,132.0,361.0,225.0,136.0,508,294,211
45083070,818.0,785.0,26.0,798.0,731.0,61.0,584.0,556.0,20.0,579.0,561.0,18.0,735,718,13
45083078,1000.0,630.0,318.0,967.0,546.0,389.0,865.0,576.0,275.0,859.0,587.0,271.0,1056,692,351
45083107,1105.0,820.0,243.0,1067.0,754.0,287.0,784.0,607.0,154.0,777.0,623.0,151.0,1137,843,286
45083003,587.0,298.0,262.0,559.0,269.0,279.0,398.0,215.0,170.0,399.0,231.0,166.0,493,212,271
45083101,849.0,540.0,280.0,808.0,481.0,300.0,604.0,414.0,178.0,604.0,429.0,174.0,824,547,258
45083086,774.0,667.0,95.0,739.0,618.0,110.0,463.0,406.0,46.0,456.0,407.0,49.0,1026,927,86
45083088,511.0,487.0,14.0,501.0,466.0,31.0,398.0,376.0,12.0,392.0,379.0,13.0,556,545,8
45083075,664.0,538.0,99.0,629.0,477.0,138.0,478.0,405.0,67.0,478.0,415.0,62.0,760,674,78
45083068,736.0,631.0,90.0,708.0,589.0,112.0,658.0,559.0,83.0,651.0,567.0,83.0,872,795,69
45083109,862.0,435.0,390.0,836.0,388.0,416.0,588.0,297.0,282.0,582.0,318.0,264.0,871,421,436
45083084,407.0,185.0,209.0,403.0,172.0,221.0,297.0,143.0,142.0,295.0,147.0,147.0,391,213,172
45083031,725.0,348.0,352.0,695.0,309.0,357.0,521.0,260.0,250.0,517.0,270.0,247.0,711,374,329
45083120,892.0,473.0,368.0,866.0,415.0,421.0,713.0,384.0,311.0,719.0,420.0,299.0,959,582,366
45083105,967.0,398.0,534.0,944.0,304.0,616.0,888.0,354.0,515.0,892.0,391.0,501.0,991,381,599
45083122,779.0,237.0,492.0,754.0,173.0,557.0,706.0,241.0,450.0,706.0,265.0,440.0,875,262,602
45083024,812.0,246.0,552.0,778.0,208.0,543.0,583.0,159.0,408.0,582.0,183.0,396.0,747,260,476
45083022,580.0,170.0,385.0,554.0,136.0,395.0,444.0,142.0,296.0,446.0,162.0,283.0,586,185,392
45083073,1127.0,439.0,600.0,1117.0,311.0,774.0,1092.0,352.0,725.0,1091.0,393.0,697.0,1212,461,728
45083072,900.0,315.0,525.0,905.0,182.0,712.0,853.0,243.0,600.0,866.0,326.0,540.0,963,272,687
45083076,1435.0,628.0,716.0,1389.0,488.0,855.0,1310.0,593.0,693.0,1324.0,681.0,642.0,1595,634,935
45083128,2108.0,681.0,1323.0,2082.0,471.0,1555.0,1960.0,637.0,1300.0,1978.0,701.0,1276.0,2292,725,1553
45083125,1041.0,361.0,621.0,1023.0,346.0,646.0,808.0,312.0,483.0,810.0,330.0,479.0,1107,397,696
45083059,542.1,152.7,376.4,520.0,143.2,363.5,385.6,125.5,254.7,386.0,131.6,254.4,556,213,330
45083058,1047.9,295.2,727.6,1005.1,276.8,702.5,745.4,242.5,492.3,746.0,254.4,491.7,1048,350,682
45083020,1494.6,371.6,1066.5,1455.6,360.5,1047.5,1051.4,273.2,762.4,1053.8,301.8,751.3,1211,480,715
45083005,387.4,96.3,276.5,377.4,93.5,271.5,272.6,70.8,197.6,273.2,78.2,194.7,367,97,256
45083093,300.4,212.1,79.1,284.7,190.5,86.8,179.1,134.8,40.6,179.2,138.2,40.9,280,243,33
45083063,675.6,476.9,177.9,640.2,428.5,195.2,402.9,303.2,91.4,402.9,310.8,92.1,650,472,169
45083080,627.4,511.3,97.3,609.8,482.1,113.7,464.5,378.7,76.6,456.6,380.6,76.0,798,763,34
45083081,404.6,329.7,62.7,393.2,310.9,73.3,299.5,244.3,49.4,294.4,245.4,49.0,408,275,123
45083033,833.0,694.0,122.0,787.0,635.0,138.0,620.0,513.0,101.0,616.0,522.0,93.0,881,774,101
45045356,890.0,333.0,515.0,862.0,283.0,563.0,693.0,285.0,392.0,683.0,320.0,362.0,1005,297,693
45083004,2310.0,540.0,1627.0,2282.0,497.0,1734.0,1751.0,517.0,1204.0,1754.0,572.0,1173.0,1792,486,1283
45083102,1142.8,391.6,709.3,1100.9,357.3,697.9,860.9,313.9,534.8,855.6,340.5,515.0,1219,536,662
45083103,357.2,122.4,221.7,344.1,111.7,218.1,269.1,98.1,167.2,267.4,106.5,161.0,426,172,244
45065001,234.0,199.0,32.0,220.0,181.0,38.0,205.0,176.0,28.0,207.0,174.0,33.0,298,266,25
45065004,182.0,99.0,80.0,172.0,90.0,81.0,124.0,65.0,58.0,124.0,66.0,58.0,223,157,63
45065015,515.0,283.0,224.0,491.0,255.0,226.0,373.0,185.0,179.0,375.0,196.0,179.0,547,343,195
45065014,282.0,25.0,253.0,282.0,32.0,246.0,233.0,18.0,214.0,234.0,24.0,210.0,226,45,178
45065013,172.0,23.0,146.0,170.0,19.0,148.0,145.0,24.0,121.0,150.0,24.0,126.0,229,39,186
45065008,367.0,267.0,93.0,353.0,262.0,87.0,277.0,217.0,60.0,280.0,216.0,64.0,336,266,69
45065006,1147.0,591.0,532.0,1095.0,518.0,564.0,948.0,481.0,455.0,945.0,495.0,450.0,798,511,285
45065003,1016.0,211.0,793.0,990.0,150.0,825.0,1095.0,237.0,848.0,1115.0,255.0,859.0,1176,208,962
45065010,673.0,352.0,309.0,652.0,342.0,299.0,521.0,305.0,213.0,518.0,306.0,212.0,707,451,252
45065009,628.0,429.0,190.0,594.0,392.0,185.0,478.0,333.0,134.0,483.0,347.0,136.0,692,469,222
45005001,671.5,540.1,114.0,628.2,493.8,122.1,543.7,431.1,104.3,579.2,474.0,104.9,696,541,144
45005006,321.2,127.5,187.5,305.0,125.2,172.4,257.4,106.6,144.9,266.1,121.9,144.1,396,201,187
45005008,450.4,311.0,135.6,434.0,301.5,127.5,354.1,242.3,102.8,368.8,274.1,94.6,514,353,161
45005002,484.4,457.8,20.0,451.3,423.5,21.8,380.1,356.9,15.4,404.4,387.3,16.3,658,640,8
45005003,261.9,193.5,61.1,247.4,175.7,65.3,189.0,133.1,53.2,198.4,146.2,52.2,312,224,83
45005004,907.2,761.9,126.7,856.8,702.5,144.6,627.2,509.5,104.1,658.1,555.5,102.6,908,741,161
45005007,163.7,75.9,85.0,155.5,71.3,81.4,109.7,54.9,52.1,112.5,59.4,53.0,197,70,127
45005005,331.8,267.4,59.0,317.0,250.5,60.9,288.9,242.6,42.2,310.6,270.5,40.2,343,259,76
45021024,831.0,101.0,715.0,813.0,106.0,695.0,647.0,85.0,551.0,649.0,96.0,553.0,694,123,562
45021011,990.0,164.0,801.0,974.0,174.0,772.0,730.0,112.0,608.0,731.0,123.0,605.0,915,226,678
45021004,812.0,81.0,712.0,796.0,99.0,686.0,646.0,68.0,572.0,646.0,82.0,564.0,755,144,601
45021033,742.0,99.0,620.0,727.0,86.0,606.0,559.0,78.0,474.0,561.0,93.0,468.0,586,111,469
45021023,950.0,169.0,768.0,930.0,150.0,757.0,778.0,143.0,619.0,773.0,161.0,610.0,911,214,682
45021018,1456.0,300.0,1122.0,1430.0,277.0,1131.0,1157.0,216.0,928.0,1161.0,223.0,937.0,1354,290,1061
45021027,627.0,309.0,307.0,603.0,282.0,315.0,524.0,271.0,244.0,524.0,275.0,249.0,605,316,283
45021020,835.0,93.0,710.0,809.0,107.0,670.0,624.0,92.0,525.0,624.0,97.0,526.0,748,196,543
45021003,890.0,103.0,759.0,851.0,143.0,677.0,651.0,72.0,569.0,651.0,81.0,570.0,743,172,565
45021005,483.7,133.3,343.5,471.4,132.5,324.3,345.8,106.3,234.2,345.1,107.8,237.2,404,149,251
45021006,144.3,39.8,102.5,140.6,39.5,96.7,103.2,31.7,69.9,102.9,32.2,70.8,139,75,63
45021008,555.2,98.3,436.1,522.9,101.4,396.4,422.7,67.2,351.8,423.9,75.1,347.0,573,114,453
45021007,353.7,62.7,277.9,333.1,64.6,252.6,269.3,42.8,224.2,270.1,47.9,221.0,255,90,161
45021026,611.0,60.0,544.0,592.0,74.0,503.0,469.0,45.0,423.0,468.0,54.0,413.0,602,97,487
45021032,410.0,19.0,379.0,391.0,26.0,351.0,317.0,20.0,296.0,318.0,22.0,296.0,379,41,330
45021022,284.0,30.0,250.0,275.0,26.0,244.0,220.0,24.0,193.0,221.0,29.0,192.0,270,46,221
45021031,544.8,101.7,435.8,529.2,112.6,396.7,387.4,55.9,326.2,390.4,58.9,331.0,436,119,314
45021029,360.2,67.3,288.2,349.8,74.4,262.3,256.1,36.9,215.6,258.1,38.9,218.8,376,107,259
45021019,804.0,112.0,675.0,784.0,112.0,653.0,611.0,89.0,516.0,612.0,104.0,508.0,664,142,511
45021030,660.0,74.0,572.0,646.0,96.0,534.0,525.0,63.0,455.0,527.0,76.0,451.0,613,115,494
45021001,703.0,69.0,618.0,672.0,79.0,570.0,466.0,34.0,426.0,468.0,50.0,418.0,688,116,563
45021010,1019.0,226.0,770.0,981.0,243.0,714.0,772.0,167.0,587.0,772.0,186.0,586.0,1042,286,742
45021025,830.0,231.0,578.0,809.0,223.0,568.0,696.4,193.7,486.7,696.4,207.7,488.7,846,290,551
45021002,983.0,543.0,419.0,934.0,500.0,410.0,698.0,355.0,326.0,693.0,370.0,322.0,978,558,415
45021028,453.0,328.0,120.0,429.0,294.0,129.0,381.0,272.0,105.0,382.0,275.0,106.0,433,339,94
45021021,451.0,219.0,226.0,426.0,220.0,199.0,320.0,165.0,150.0,316.0,169.0,146.0,524,259,257
45021013,686.0,546.0,125.0,660.0,511.0,137.0,532.0,416.0,106.0,531.0,426.0,104.0,733,589,138
45021012,431.0,310.0,115.0,410.0,294.0,104.0,257.0,185.0,71.0,254.0,181.0,73.0,438,303,131
45021015,845.0,445.0,374.0,815.0,406.0,391.0,673.0,346.0,314.0,674.0,364.0,310.0,845,464,373
45021017,748.0,202.0,527.0,711.0,182.0,510.0,603.5,169.3,427.3,600.6,183.3,417.3,804,243,543
45021009,403.2,155.9,234.7,391.8,134.2,246.7,330.4,131.8,194.4,331.0,143.8,187.2,393,205,180
45021016,266.8,103.1,155.3,259.2,88.8,163.3,218.6,87.2,128.6,219.0,95.2,123.8,339,110,222
45021014,596.0,497.0,87.0,554.0,443.0,100.0,517.0,428.0,79.0,516.0,436.0,79.0,681,566,108
45049001,466.0,202.0,253.0,451.0,203.0,223.0,331.0,164.0,163.0,332.0,171.0,161.0,525,290,229
45049002,634.0,317.0,304.0,607.0,318.0,263.0,465.0,248.0,210.0,465.0,258.0,206.0,734,407,322
45049003,892.0,436.0,440.0,832.0,370.0,438.0,662.0,315.0,337.0,684.0,354.0,328.0,801,333,463
45049004,1260.0,799.0,438.0,1162.0,713.0,430.0,981.0,661.0,307.0,994.0,681.0,312.0,1306,864,429
45049015,60.0,35.0,22.0,56.0,34.0,21.0,45.0,24.0,21.0,48.0,26.0,22.0,69,49,19
45049017,360.0,149.0,207.0,347.0,147.0,186.0,282.0,115.0,163.0,286.0,126.0,159.0,370,179,185
45049018,584.0,325.0,253.0,551.0,290.0,251.0,435.0,264.0,164.0,437.0,274.0,161.0,695,451,242
45049005,253.0,137.0,116.0,242.0,131.0,109.0,217.0,120.0,92.0,224.0,130.0,94.0,362,226,130
45049013,785.0,513.0,256.0,747.0,487.0,243.0,651.0,449.0,189.0,649.0,453.0,195.0,831,584,238
45049021,303.0,282.0,20.0,293.0,269.0,24.0,226.0,203.0,22.0,225.0,203.0,22.0,326,311,15
45049019,175.0,49.0,124.0,167.0,53.0,109.0,142.0,39.0,99.0,144.0,47.0,97.0,229,55,173
45049016,222.0,43.0,175.0,207.0,48.0,154.0,157.0,20.0,133.0,156.0,32.0,123.0,207,43,160
45049014,78.0,3.0,72.0,75.0,7.0,67.0,64.0,7.0,57.0,64.0,10.0,54.0,75,15,58
45049007,1381.0,1090.0,261.0,1288.0,997.0,266.0,899.0,654.0,230.0,901.0,668.0,231.0,1454,1174,258
45049009,609.0,190.0,412.0,568.0,200.0,346.0,446.0,156.0,279.0,449.0,161.0,284.0,583,222,356
45049010,312.0,214.0,93.0,304.0,209.0,94.0,227.0,154.0,72.0,235.0,160.0,75.0,308,211,96
45049006,231.4,206.3,23.8,216.9,192.9,21.4,185.4,163.0,20.1,185.8,166.0,19.8,253,220,31
45049011,200.6,179.7,18.2,185.1,162.1,19.6,148.6,129.0,16.9,145.2,131.0,14.2,222,182,35
45077118,1176.7,178.8,954.3,1152.9,171.7,952.5,1022.1,187.5,814.8,1022.3,217.9,804.4,1104,211,873
45077117,929.7,119.3,776.0,909.8,109.3,765.4,756.9,101.1,648.0,757.9,128.7,627.5,923,148,754
45045270,1155.0,237.0,848.0,1143.0,189.0,920.0,1027.0,247.0,772.0,1028.0,284.0,743.0,914,238,663
45077119,1193.6,191.4,958.5,1165.0,193.3,929.9,996.4,203.8,781.0,992.3,229.9,761.4,1074,241,814
45077152,935.0,91.0,815.0,923.0,95.0,807.0,630.0,69.0,553.0,633.0,94.0,533.0,821,121,663
45077151,661.4,95.4,549.7,650.8,82.4,552.1,348.2,44.9,295.2,346.6,52.2,293.6,672,114,544
45077150,1046.0,128.7,883.1,1018.0,104.1,886.6,636.0,88.8,535.6,636.7,120.9,515.6,888,143,722
45077120,1158.7,118.6,998.0,1139.4,130.6,958.4,929.8,128.3,786.1,928.3,160.1,767.8,1068,184,852
45077125,626.4,55.9,549.6,615.2,58.1,538.5,464.0,45.4,413.4,466.2,55.1,410.4,548,85,445
45077126,1110.6,122.1,953.4,1092.8,110.9,956.5,852.0,107.6,731.6,852.8,141.9,710.6,1045,147,880
45077121,1166.5,121.9,997.1,1144.4,95.7,1011.7,932.1,115.4,808.8,930.3,136.9,791.8,1170,205,940
45077122,1074.2,164.2,877.9,1044.4,156.5,849.8,798.0,139.3,646.5,801.3,171.6,625.1,974,267,694
45077123,750.9,159.7,561.8,715.5,142.4,552.8,580.0,136.3,438.3,578.0,153.4,422.9,788,189,584
45077116,985.3,148.3,796.1,968.0,123.6,818.7,831.7,137.0,686.5,833.3,159.5,672.7,737,169,548
45045306,1064.7,345.6,668.0,1050.7,310.5,705.1,840.2,310.5,518.8,842.2,326.5,515.7,1021,376,619
45077149,1174.8,165.1,973.7,1153.2,143.5,980.4,857.1,123.8,721.2,855.7,139.8,715.1,1116,210,885
45077146,647.2,105.9,516.0,636.7,95.4,520.5,467.2,74.1,385.1,466.6,88.2,377.2,532,115,404
45077145,807.0,167.0,611.0,794.0,160.0,610.0,607.0,146.0,451.0,607.0,162.0,445.0,746,172,562
45077143,1692.6,371.6,1247.6,1673.1,301.3,1330.3,1454.8,314.6,1116.2,1457.1,378.8,1075.8,1573,316,1227
45077144,831.4,173.4,621.3,820.8,144.3,654.2,727.8,150.5,561.7,725.6,177.3,547.2,757,191,554
45077147,1508.6,304.1,1144.8,1481.0,252.9,1190.2,1211.6,273.1,917.4,1209.6,304.3,901.3,1206,228,951
45077113,1100.6,134.6,922.1,1068.1,126.6,913.2,910.5,113.9,786.5,910.9,144.4,765.3,1037,205,812
45077111,902.0,228.0,606.0,878.0,161.0,695.0,754.0,210.0,533.0,754.0,237.0,515.0,762,208,551
45077110,594.5,218.4,332.9,580.4,180.6,382.3,513.5,209.6,292.4,510.9,225.5,283.6,573,255,312
45077107,615.5,277.6,279.1,617.6,224.4,372.7,547.5,275.4,256.6,547.1,308.5,236.4,630,316,308
45077105,632.0,321.0,248.0,621.0,243.0,338.0,491.0,265.0,200.0,490.0,302.0,187.0,594,315,270
45077102,448.1,187.9,203.8,445.1,142.4,279.9,367.8,162.2,194.8,371.8,201.7,170.1,394,183,197
45077101,822.3,407.0,323.5,811.8,338.0,448.8,690.3,363.9,306.3,694.2,402.4,290.8,817,418,386
45077104,602.0,330.0,206.0,580.0,282.0,277.0,416.0,260.0,143.0,421.0,288.0,133.0,526,352,159
45077103,790.0,350.0,345.0,782.0,254.0,499.0,669.0,324.0,332.0,667.0,371.0,296.0,790,352,422
45077106,917.3,405.4,433.5,898.4,303.0,574.9,853.0,365.5,462.8,863.5,440.6,422.2,847,334,500
45077108,1174.3,496.3,548.4,1139.6,412.9,682.2,860.0,385.6,449.2,871.1,445.7,421.1,900,467,407
45077109,974.3,311.1,587.0,943.1,259.1,652.0,733.6,241.8,464.4,738.4,282.4,454.4,958,338,598
45077112,979.8,151.7,789.9,954.4,142.3,781.6,774.6,128.2,632.2,773.6,152.7,618.8,877,237,629
45077131,1170.1,156.1,963.7,1136.5,144.1,951.3,924.8,132.1,771.1,926.8,162.3,762.6,997,210,764
45077129,1020.7,118.6,858.0,1001.9,119.7,852.3,818.3,127.7,672.5,818.3,145.0,673.1,938,167,758
45077132,952.4,135.6,772.4,935.9,121.2,790.7,771.2,122.2,631.9,773.5,147.4,626.2,969,220,728
45077133,1105.1,188.8,863.3,1079.8,174.3,874.8,700.7,136.1,555.5,702.5,160.1,542.3,1024,255,746
45077138,1540.2,330.4,1124.2,1506.9,273.3,1191.6,1209.2,318.5,867.9,1207.6,349.4,853.9,1324,323,980
45077142,1279.8,243.6,980.0,1261.0,168.5,1066.8,1135.4,200.9,923.2,1142.8,243.4,896.5,1307,262,1030
45077141,885.9,205.1,648.9,872.7,165.6,689.2,830.3,177.8,637.8,832.5,221.6,609.8,992,226,753
45077114,1096.6,164.7,872.9,1069.0,137.3,897.2,872.3,146.0,705.7,875.2,189.9,683.1,973,177,779
45077115,469.7,30.3,422.0,460.6,33.3,412.1,369.7,31.8,331.1,374.3,40.2,334.1,450,50,398
45077128,829.0,108.6,691.7,809.0,104.8,679.0,645.3,104.8,529.0,645.0,121.2,522.8,771,179,581
45077130,1144.0,182.2,918.2,1117.4,176.7,899.4,854.6,137.4,704.8,851.1,163.9,685.6,1151,299,835
45077127,1095.0,126.8,929.1,1079.4,120.6,928.2,844.8,103.6,732.5,844.7,122.2,721.1,970,178,779
45077137,1044.5,293.2,697.1,1030.0,264.9,736.8,817.0,234.1,565.8,817.7,273.4,538.1,941,245,676
45077136,496.7,188.2,285.1,482.7,174.2,296.4,362.9,145.6,210.0,362.0,157.2,203.3,458,316,138
45077135,633.4,239.7,366.2,611.1,226.1,369.6,406.8,176.1,224.4,406.1,185.8,219.8,572,193,368
45077134,688.0,96.0,566.0,678.0,97.0,559.0,507.0,87.0,414.0,508.0,102.0,403.0,644,124,501
45077124,682.0,57.6,597.6,665.0,54.4,591.1,561.9,52.8,500.1,557.0,69.8,487.1,580,86,474
45077139,914.4,205.1,664.9,898.7,181.0,695.1,759.0,191.9,552.9,761.6,222.8,537.3,813,184,616
45077140,772.0,178.0,557.0,751.0,135.0,589.0,581.0,150.0,417.0,582.0,170.0,412.0,782,213,547
45077148,1200.4,304.0,847.6,1164.1,245.6,894.4,914.5,225.9,662.4,906.4,269.6,631.4,1025,348,654
45089010,369.0,55.0,306.0,363.0,60.0,297.0,73.0,15.0,58.0,74.0,15.0,59.0,373,54,316
45089026,168.0,70.0,96.0,169.0,71.0,95.0,137.0,58.0,78.0,137.0,61.0,76.0,186,84,101
45089001,227.0,131.0,94.0,219.0,115.0,98.0,195.0,113.0,77.0,192.0,116.0,76.0,288,174,111
45089030,258.0,71.0,186.0,247.0,58.0,186.0,210.0,58.0,151.0,209.0,70.0,139.0,288,97,189
45089003,328.0,203.0,123.0,328.0,202.0,121.0,267.0,162.0,101.0,268.0,168.0,100.0,344,224,117
45089031,188.0,152.0,32.0,181.0,146.0,34.0,173.0,139.0,30.0,171.0,144.0,27.0,227,191,32
45089022,299.0,195.0,97.0,292.0,180.0,112.0,216.0,129.0,83.0,217.0,133.0,84.0,317,218,91
45089014,1734.0,863.0,833.0,1685.0,794.0,875.0,1339.0,677.0,637.0,1343.0,702.0,639.0,1824,845,951
45089015,464.0,440.0,13.0,442.0,404.0,30.0,307.0,298.0,9.0,310.0,298.0,12.0,507,495,12
45089016,1132.0,1050.0,71.0,1061.0,951.0,104.0,865.0,771.0,81.0,864.0,790.0,74.0,1314,1221,74
45089017,731.0,582.0,133.0,684.0,528.0,152.0,553.0,421.0,121.0,547.0,423.0,124.0,735,575,156
45089011,1046.0,680.0,355.0,993.0,617.0,366.0,850.0,533.0,302.0,845.0,538.0,304.0,1216,787,411
45089035,600.0,195.0,388.0,593.0,188.0,399.0,499.0,182.0,306.0,503.0,185.0,318.0,627,241,375
45089012,428.0,211.0,210.0,413.0,201.0,206.0,324.0,166.0,154.0,318.0,162.0,154.0,395,214,177
45089013,956.0,807.0,140.0,926.0,747.0,171.0,736.0,604.0,116.0,737.0,619.0,118.0,1048,869,171
45089024,441.0,385.0,47.0,419.0,348.0,63.0,376.0,319.0,51.0,371.0,321.0,50.0,522,484,36
45089004,222.0,109.0,105.0,214.0,96.0,116.0,191.0,87.0,100.0,188.0,91.0,96.0,242,129,110
45089021,186.0,178.0,7.0,185.0,177.0,8.0,149.0,137.0,10.0,151.0,139.0,12.0,221,216,4
45089027,276.0,10.0,262.0,274.0,15.0,255.0,236.0,6.0,229.0,238.0,10.0,228.0,240,10,229
45089002,660.0,458.0,186.0,628.0,413.0,207.0,456.0,304.0,146.0,458.0,308.0,149.0,650,458,189
45089009,242.0,73.0,167.0,240.0,68.0,168.0,205.0,60.0,145.0,205.0,62.0,143.0,243,75,167
45089033,551.0,488.0,61.0,526.0,447.0,78.0,474.0,420.0,50.0,475.0,423.0,52.0,777,701,76
45089006,426.0,105.0,314.0,413.0,107.0,299.0,339.0,91.0,246.0,340.0,95.0,245.0,429,122,303
45089005,629.0,415.0,203.0,594.0,371.0,219.0,465.0,296.0,165.0,466.0,308.0,158.0,663,477,180
45089029,750.0,641.0,95.0,711.0,580.0,120.0,589.0,501.0,78.0,591.0,507.0,84.0,784,698,79
45089008,914.7,734.0,168.8,873.8,683.1,179.8,692.1,565.2,116.8,682.1,561.3,120.8,1070,888,174
45089018,640.2,585.0,52.2,614.2,552.9,58.3,511.9,463.8,40.2,507.9,471.7,35.2,721,653,60
45089032,188.0,67.0,119.0,185.0,59.0,121.0,145.0,43.0,100.0,146.0,48.0,97.0,192,79,113
45001001,1192.0,375.0,778.0,1167.0,335.0,811.0,1083.9,316.2,753.5,1078.9,356.5,722.4,1341,459,875
45001002,972.0,571.0,387.0,932.0,519.0,401.0,859.1,457.8,386.5,853.1,469.5,383.6,1045,629,412
45001003,710.0,328.0,362.0,689.0,304.0,368.0,571.0,263.0,289.0,580.0,302.0,278.0,746,386,344
45001004,569.0,201.0,356.0,550.0,184.0,342.0,427.0,117.0,301.0,426.0,128.0,298.0,574,215,350
45001005,810.0,161.0,633.0,798.0,157.0,618.0,634.0,130.0,494.0,637.0,154.0,482.0,787,251,525
45001008,654.0,135.0,505.0,644.0,134.0,499.0,557.0,105.0,442.0,564.0,131.0,429.0,571,147,413
45001006,377.0,95.0,274.0,367.0,104.0,257.0,257.0,70.0,182.0,261.0,77.0,184.0,333,113,215
45001007,1329.0,788.0,519.0,1273.0,748.0,507.0,951.0,559.0,380.0,944.0,573.0,371.0,1516,983,513
45001014,577.0,164.0,394.0,555.0,157.0,377.0,469.0,122.0,342.0,471.0,137.0,333.0,539,174,359
45001009,402.0,67.0,324.0,388.0,78.0,301.0,313.0,57.0,255.0,313.0,61.0,251.0,394,102,285
45001010,1071.0,357.0,663.0,1062.0,348.0,690.0,807.0,297.0,503.0,813.0,310.0,503.0,1089,486,584
45001011,542.0,208.0,325.0,518.0,175.0,334.0,424.0,143.0,274.0,424.0,148.0,275.0,608,241,361
45001012,813.0,167.0,627.0,792.0,199.0,573.0,604.5,119.6,476.9,607.5,139.6,467.9,745,220,518
45001013,757.0,124.0,616.0,735.0,128.0,591.0,585.3,114.3,466.1,589.2,124.2,465.1,713,187,510
45009001,146.0,43.0,101.0,147.0,51.0,91.0,140.0,45.0,87.0,137.0,56.0,81.0,150,64,85
45009002,247.0,75.0,164.0,242.0,70.0,165.0,232.0,66.0,161.0,231.0,74.0,155.0,228,81,145
45009003,555.0,243.0,302.0,532.0,239.0,287.0,505.0,220.0,284.0,505.0,230.0,275.0,604,321,280
45009004,1137.0,938.0,183.0,1132.0,930.0,191.0,1056.0,841.0,206.0,1064.0,850.0,214.0,1370,1141,216
45009005,121.0,77.0,41.0,117.0,81.0,33.0,94.0,66.0,28.0,99.0,70.0,29.0,148,96,50
45009006,76.0,43.0,31.0,74.0,40.0,34.0,56.0,25.0,31.0,55.0,27.0,28.0,63,33,29
45009007,176.0,89.0,85.0,165.0,77.0,86.0,155.0,76.0,78.0,154.0,76.0,78.0,184,114,65
45009008,93.0,4.0,89.0,90.0,7.0,82.0,92.0,5.0,87.0,90.0,7.0,83.0,97,17,80
45009009,101.0,8.0,93.0,102.0,15.0,87.0,103.0,15.0,86.0,103.0,16.0,87.0,99,14,82
45009010,272.0,119.0,151.0,266.0,121.0,137.0,233.0,105.0,124.0,234.0,104.0,130.0,292,139,144
45009011,1276.7,964.1,286.4,1232.6,937.9,277.5,706.0,509.0,187.0,714.0,527.0,187.0,1435,1122,296
45009012,878.0,761.0,108.0,865.0,750.0,107.0,726.0,599.0,119.0,727.0,614.0,113.0,931,780,138
45009013,1135.2,533.9,569.6,1108.5,506.1,581.5,264.0,162.0,102.0,269.0,177.0,92.0,1213,504,699
45011001,382.0,200.0,178.0,373.0,192.0,173.0,298.0,145.0,144.0,301.0,166.0,135.0,458,240,215
45011002,901.0,318.0,565.0,885.0,316.0,552.0,727.0,240.0,482.0,723.0,261.0,461.0,901,351,543
45011003,1020.0,394.0,583.0,994.0,373.0,596.0,799.0,299.0,484.0,802.0,346.0,453.0,991,404,583
45011004,840.0,517.0,308.0,816.0,482.0,323.0,615.0,360.0,246.0,615.0,377.0,238.0,847,519,322
45011005,625.0,439.0,178.0,604.0,428.0,170.0,488.0,349.0,135.0,486.0,352.0,134.0,668,495,169
45011006,409.0,281.0,117.0,395.0,266.0,123.0,316.0,204.0,108.0,308.0,208.0,100.0,498,316,179
45011007,426.0,203.0,214.0,412.0,188.0,213.0,356.0,165.0,187.0,350.0,165.0,185.0,440,227,206
45011009,417.0,163.0,242.0,405.0,154.0,242.0,301.0,126.0,173.0,301.0,136.0,165.0,430,195,227
45011010,581.0,460.0,112.0,566.0,437.0,124.0,474.0,363.0,107.0,478.0,377.0,101.0,570,505,57
45011012,846.0,387.0,450.0,805.0,367.0,418.0,609.0,271.0,331.0,609.0,278.0,331.0,789,406,374
45011016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45011013,928.0,579.0,327.0,900.0,550.0,345.0,732.0,462.0,263.0,735.0,480.0,254.0,1034,704,312
45011014,403.0,127.0,267.0,402.0,127.0,266.0,308.0,84.0,222.0,313.0,106.0,207.0,427,146,276
45011015,601.0,226.0,359.0,584.0,212.0,358.0,476.0,193.0,280.0,475.0,205.0,270.0,642,260,374
45011011,630.0,76.0,546.0,598.0,89.0,504.0,473.0,49.0,417.0,466.0,54.0,411.0,644,108,528
45011008,476.0,30.0,443.0,448.0,47.0,386.0,322.0,22.0,298.0,327.0,38.0,289.0,459,55,404
45017004,166.0,68.0,94.0,164.0,60.0,102.0,140.0,57.0,80.0,138.0,60.0,78.0,177,76,97
45017002,552.0,280.0,244.0,529.0,257.0,261.0,457.0,242.0,209.0,464.0,251.0,213.0,555,305,245
45017006,393.0,178.0,208.0,385.0,172.0,204.0,309.0,147.0,157.0,309.0,148.0,161.0,358,175,181
