GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
47021001006,3015,905,1939,3602,1213,2326,3733,1331,2351
47165008635,2939,679,2137,3552,736,2748,3713,875,2793
47165008601,3916,808,2978,5237,1152,4012,5405,1393,3939
47165008609,1778,603,1114,2137,710,1348,2240,843,1352
47031001522,604,102,482,759,127,610,786,133,633
47081004202,905,219,655,1104,225,853,1151,244,890
47129006653,199,66,128,194,41,148,204,48,155
47021001001,2612,524,1987,3101,593,2441,3255,668,2528
47021001004,2237,670,1444,2765,872,1795,2888,968,1871
47021001008,1120,230,848,1317,268,1027,1379,300,1066
47037001863,2314,1199,970,3281,1919,1239,3375,2037,1225
47037001901,1035,916,64,1629,1278,300,1669,1336,263
47037001835,1343,851,396,1574,1104,435,1605,1151,416
47037001910,1810,644,1051,1950,558,1357,1963,816,1108
47037001909,2320,1153,1002,2523,1246,1225,2570,1406,1103
47037001850,2781,1182,1410,3614,1700,1793,3747,1823,1814
47037001830,1402,1128,173,1805,1500,278,1848,1589,224
47037001833,1631,1371,158,2757,2222,445,2822,2339,398
47037001892,1146,1009,80,1982,1444,450,2057,1550,397
47031001501,951,263,647,1079,275,766,1106,289,777
47001000020,1251,266,915,1472,343,1102,1526,349,1155
47163008507,793,98,666,913,129,766,957,143,798
47103000005,722,124,571,834,125,690,856,143,693
47157008152,2546,1083,1324,2829,1305,1432,2921,1433,1448
47157008052,1969,508,1365,2320,673,1596,2354,750,1571
47157008212,1914,1819,77,1948,1797,89,2016,1903,87
47157008178,1554,513,937,1779,685,1060,1804,794,976
47157008217,2388,1043,1233,2674,1136,1500,2716,1315,1355
47157008159,1713,1337,325,1774,1356,349,1824,1437,346
47037001810,891,775,89,972,818,115,1027,870,121
47031001523,324,70,242,421,72,328,431,84,338
47171008905,495,84,399,532,96,428,553,99,450
47171008904,1649,276,1306,1785,317,1435,1863,364,1481
47171008902,1083,167,876,1169,212,925,1243,237,988
47037001956,1771,813,872,2104,1017,1046,2119,1127,938
47037001957,2319,998,1164,2366,947,1366,2383,1142,1192
47037001905,2923,1331,1432,3065,1497,1472,3155,1636,1438
47037001945,591,500,70,725,602,89,743,635,87
47037001914,1197,701,409,1233,709,503,1257,808,432
47037001921,1937,1184,546,2283,1422,797,2317,1601,655
47165008611,3714,1083,2481,6120,1942,4028,6333,2207,4017
47165008632,2037,372,1588,2579,392,2127,2727,447,2237
47165008622,3779,998,2582,4822,1486,3218,5040,1708,3246
47165008603,3239,991,2102,3628,1240,2311,3794,1435,2289
47165008625,1497,388,1038,1730,534,1150,1824,585,1197
47035001713,784,125,623,929,159,758,969,178,784
47165008607,2770,629,2061,3237,676,2504,3338,791,2524
47097005063,1233,353,854,1364,324,1010,1413,383,1014
47111005552,810,79,716,949,102,830,1025,121,892
47087004511,375,68,297,442,71,354,472,87,383
47111005551,723,139,559,680,108,555,725,134,585
47111005553,799,82,707,929,89,823,995,109,881
47087004502,286,90,194,285,76,205,319,91,225
47155007961,431,67,351,510,82,409,529,93,414
47155007956,2438,620,1719,2370,631,1673,2434,695,1686
47155007951,750,169,555,864,207,625,879,231,615
47155007958,1720,281,1382,1951,351,1567,1989,378,1570
47155007967,1844,281,1487,2797,450,2284,2854,490,2304
47155007962,1352,278,1024,1581,345,1183,1635,381,1219
47155007966,1405,239,1103,1623,326,1248,1657,343,1265
47155007963,2393,480,1824,2514,515,1933,2572,560,1949
47155007959,1409,242,1118,1598,313,1251,1624,337,1255
47115005764,1399,592,766,1554,610,901,1611,652,940
47051005764,0,0,0,0,0,0,0,0,0
47115005758,491,100,370,588,110,460,621,115,497
47021001007,1932,552,1281,2328,702,1570,2418,792,1589
47165008626,3028,508,2386,3956,792,3099,4114,898,3152
47059003059,1588,231,1300,1790,299,1465,1836,321,1481
47059003084,1786,284,1436,1959,292,1616,2020,332,1636
47059003065,1004,237,723,1117,316,775,1154,345,779
47113005681,2673,611,1969,3253,789,2427,3296,872,2389
47113005669,2454,927,1432,2665,1059,1572,2766,1172,1552
47167008703,2656,843,1751,2829,743,2022,3010,905,2060
47167008704,2455,255,2131,2765,253,2466,2877,292,2565
47031001513,520,72,434,610,93,508,638,96,521
47031001512,636,122,495,744,138,580,763,155,585
47133006855,893,203,669,965,195,758,1040,232,802
47153007851,758,107,618,954,151,786,992,156,825
47133006857,1901,393,1435,2239,373,1826,2404,436,1941
47133006854,482,88,390,523,69,444,568,81,484
47105005451,341,36,296,461,53,400,473,58,407
47139007160,157,37,117,217,42,172,221,41,180
47059003067,998,170,803,1131,173,915,1168,183,950
47059003076,1003,149,819,1246,192,1020,1276,205,1038
47075003902,794,426,354,781,387,371,813,441,368
47075003903,482,331,139,472,336,124,493,361,130
47175009103,468,91,372,534,78,441,582,86,486
47081004212,307,73,225,374,75,293,394,81,310
47179009332,2892,474,2296,3463,579,2844,3609,638,2910
47179009306,684,119,534,944,183,745,973,199,764
47179009307,1586,258,1272,1872,336,1498,1952,371,1555
47179009329,975,165,779,1136,175,939,1185,196,974
47019000915,1406,151,1225,1601,158,1415,1676,161,1498
47141007262,1158,217,904,1467,290,1153,1532,316,1203
47141007273,677,185,469,689,147,527,737,159,566
47141007251,1210,325,829,1370,417,931,1434,438,971
47141007261,869,186,642,977,229,733,1020,259,745
47141007269,1126,200,886,1354,239,1086,1426,266,1142
47141007264,1971,608,1239,2395,752,1575,2532,834,1625
47185009604,1706,296,1337,2149,385,1725,2189,405,1750
47035001718,916,269,621,1052,252,780,1110,268,819
47035001707,386,52,321,424,64,354,454,76,374
47033001603,461,70,384,537,80,450,561,87,468
47179009304,1247,338,857,1802,542,1219,1872,613,1223
47179009302,611,164,416,857,229,619,871,267,595
47179009322,2584,742,1701,2342,832,1457,2419,893,1479
47179009336,2579,756,1690,2698,839,1798,2791,915,1820
47179009301,1103,209,842,1262,315,922,1297,331,947
47179009334,69,13,54,31,12,19,31,12,19
47179009324,2695,850,1706,3158,1144,1941,3278,1263,1944
47179009305,2485,487,1880,2745,623,2068,2875,705,2126
47179009312,1479,560,842,2114,866,1201,2199,947,1210
47179009328,538,103,418,569,134,424,593,136,443
47179009308,1347,573,698,1225,580,610,1290,629,635
47019000907,832,139,666,947,135,796,1005,156,831
47001000017,637,111,505,707,122,573,731,131,588
47001000015,421,91,303,454,98,347,475,101,367
47001000022,1479,606,748,1686,833,812,1725,890,795
47185009603,1257,220,1009,1528,235,1267,1555,238,1300
47141007258,903,306,523,1068,417,620,1122,451,643
47141007271,530,108,403,689,124,557,724,135,583
47013000603,516,113,385,532,92,423,567,104,456
47133006851,876,210,649,1022,196,809,1124,235,881
47133006856,443,118,318,497,93,387,547,122,421
47133006858,687,94,573,842,97,732,893,116,764
47037001860,473,263,176,555,328,204,567,347,190
47037001893,1142,759,286,2676,1568,1059,2733,1732,943
47037001958,2358,937,1264,3115,1372,1659,3185,1510,1584
47037001884,661,472,147,909,657,224,929,686,215
47037001917,2534,1370,981,2528,1348,1135,2565,1562,973
47037001848,835,535,262,1011,683,284,1044,699,303
47037001855,3469,1416,1841,3790,1615,2057,3844,1762,1967
47037001915,836,576,149,1188,841,315,1219,925,258
47037001852,1114,531,533,1337,739,564,1396,801,563
47037001805,1255,1193,34,1280,1138,68,1365,1225,78
47037001899,1326,1288,15,1507,1324,113,1562,1395,98
47037001896,81,69,11,291,196,84,298,216,69
47171008906,1223,215,975,1362,232,1104,1458,264,1178
47065003420,1918,442,1391,2241,544,1680,2272,606,1639
47065003421,705,161,496,856,215,628,859,235,610
47065003385,1279,952,250,1935,1328,565,1981,1437,499
47065003419,1192,371,739,1350,406,928,1342,499,825
47065003464,73,36,35,62,36,26,68,37,28
47115005751,182,38,138,192,42,150,194,54,140
47065003389,466,409,46,478,411,51,495,438,54
47065003352,1548,1378,94,1620,1390,192,1675,1475,166
47065003463,1205,683,317,1439,920,480,1421,963,415
47065003379,763,535,161,1106,792,290,1116,818,269
47059003072,1722,282,1388,2064,341,1660,2120,376,1693
47173009004,488,86,393,580,75,492,622,95,522
47013000611,1301,207,1054,1515,231,1262,1595,247,1318
47041002157,782,176,584,848,167,659,920,198,715
47041002156,741,203,515,899,171,700,984,209,764
47007000302,381,36,332,451,41,402,474,47,424
47007000311,631,198,414,638,176,446,699,190,497
47007000301,515,54,445,651,80,557,677,89,580
47059003082,1995,305,1632,2391,325,2016,2443,352,2043
47087004504,374,95,271,393,86,298,426,81,338
47111005556,619,80,524,778,77,681,834,98,730
47111005558,916,106,792,1007,104,883,1099,127,965
47097005056,781,610,163,773,529,204,833,619,195
47097005051,1196,240,928,1310,233,1054,1363,270,1083
47025001215,702,109,572,861,112,734,895,120,766
47025001204,1403,242,1114,1603,282,1290,1663,318,1323
47025001203,570,72,486,658,96,554,693,96,590
47025001202,191,48,141,205,57,146,231,60,171
47025001206,1215,229,940,1320,224,1081,1414,257,1145
47165008620,3867,882,2720,4376,1123,3203,4486,1312,3111
47165008631,2651,787,1749,2943,930,1950,3069,1048,1972
47165008628,4287,870,3208,5969,1506,4370,6176,1799,4290
47069003611,237,19,214,239,18,216,257,19,235
47057002956,476,83,378,617,90,519,656,102,551
47093004883,2793,1484,1069,3396,2004,1326,3446,2100,1272
47093004871,1313,1076,178,1487,1210,250,1544,1261,259
47093004882,979,445,465,1187,627,541,1199,654,512
47093004854,3613,1338,2001,4369,1987,2311,4457,2110,2240
47093004864,1314,870,328,1704,1146,520,1742,1229,471
47093004852,4095,1522,2227,4573,1986,2514,4643,2126,2398
47093004850,3058,1152,1702,3407,1429,1935,3450,1559,1831
47009000410,1647,518,1005,2043,619,1384,2096,672,1373
47009000409,485,139,333,583,165,404,596,171,409
47031001509,859,180,652,1101,203,865,1122,214,871
47093004873,509,463,31,527,477,39,552,504,40
47009000408,2206,584,1464,2770,858,1863,2843,957,1820
47009000406,1364,382,911,1806,532,1233,1869,587,1242
47113005666,526,98,414,580,91,484,592,99,490
47113005680,2762,762,1913,3513,1067,2402,3568,1170,2347
47113005667,868,219,620,988,268,704,1017,302,702
47113005655,1731,1043,635,1888,1193,662,1967,1267,678
47093004877,843,485,292,1025,672,331,1058,703,334
47093004840,2944,1041,1698,3484,1433,2001,3560,1558,1933
47093004837,4012,1907,1741,4808,2556,2161,4891,2775,2017
47093004838,2757,1180,1357,3223,1599,1589,3275,1699,1495
47093004835,4415,1561,2525,5065,1990,3020,5112,2209,2817
47093004829,2588,912,1502,2940,1125,1785,2986,1224,1712
47093004802,974,344,553,1223,513,689,1243,543,668
47093004839,2947,962,1762,3656,1330,2284,3703,1455,2187
47093004804,609,439,142,651,478,157,671,507,149
47093004894,360,224,109,437,295,125,454,313,128
47179009318,3689,595,2932,4457,857,3519,4627,959,3585
47179009317,97,8,84,80,18,60,84,19,63
47179009311,1983,701,1148,2258,902,1298,2346,976,1309
47179009320,1148,511,555,1257,748,467,1332,804,494
47179009321,1684,602,974,1995,771,1152,2095,852,1182
47179009331,846,408,369,1532,1018,476,1570,1032,490
47179009314,2370,1045,1143,2445,1103,1268,2582,1207,1315
47179009316,1116,209,853,1169,294,850,1234,326,891
47179009319,1303,193,1071,1580,232,1330,1636,253,1361
47075003912,712,443,258,747,425,304,778,447,322
47019000905,1431,320,1039,1555,391,1134,1633,424,1175
47019000912,795,219,536,892,237,625,967,265,683
47019000911,1212,165,1011,1363,226,1117,1438,236,1179
47025001217,517,60,448,576,69,502,596,80,513
47087004506,413,92,311,456,81,364,493,89,391
47107006056,692,228,446,834,246,560,877,278,588
47107006057,1649,267,1340,1865,295,1548,1928,338,1573
47179009325,1341,221,1073,1527,237,1269,1575,260,1300
47179009326,1026,154,839,1357,214,1122,1430,239,1182
47179009327,1812,334,1410,2171,402,1724,2267,452,1789
47019000919,851,134,691,879,124,737,934,140,786
47019000914,164,24,138,200,29,170,219,34,183
47179009323,963,389,497,1034,444,549,1097,479,592
47179009309,1446,273,1113,1622,341,1241,1688,388,1264
47179009335,2376,674,1590,2931,905,1959,3055,1005,2002
47179009333,1951,625,1217,2360,852,1465,2462,961,1447
47179009330,552,96,440,457,83,364,480,84,387
47123006351,2315,458,1783,2705,489,2155,2772,527,2215
47123006361,1943,284,1618,2247,283,1930,2320,313,1985
47179009310,330,47,272,401,63,333,419,67,343
47163008504,2076,322,1661,2539,423,2082,2619,455,2137
47163008501,3071,786,2107,3643,1049,2518,3756,1125,2553
47163008505,1852,335,1466,2115,393,1685,2177,422,1726
47163008506,4508,1314,2953,5337,1637,3583,5505,1797,3593
47163008502,4588,811,3623,5051,892,4078,5192,971,4145
47163008515,2197,336,1789,2389,376,1990,2475,402,2035
47163008516,1940,390,1493,2219,439,1752,2300,498,1776
47163008520,4256,706,3349,4822,860,3893,4905,959,3871
47163008522,3290,768,2349,3722,942,2727,3807,1062,2676
47123006356,1323,241,1046,1581,241,1318,1640,243,1376
47123006362,751,78,649,820,99,711,846,110,730
47009000427,3403,661,2595,4162,936,3152,4303,1054,3176
47009000404,2025,637,1230,2285,775,1474,2360,909,1397
47009000420,2558,763,1639,3276,995,2212,3349,1161,2115
47009000403,2140,562,1456,2489,672,1763,2564,752,1751
47009000431,2915,664,2105,3603,845,2673,3706,972,2666
47009000418,1410,222,1128,1822,296,1501,1880,329,1514
47121006254,522,126,384,566,126,431,611,136,468
47121006255,720,167,537,853,158,677,896,183,709
47121006252,593,140,438,709,148,550,765,165,589
47121006256,836,157,654,1013,153,844,1072,173,888
47063003262,1247,191,1020,0,0,0,0,0,0
47063003266,461,58,385,537,84,440,559,90,462
47063003252,860,288,536,1023,326,658,1092,385,685
47029001407,713,147,543,787,149,608,850,187,654
47029001403,1025,122,886,1144,134,974,1249,151,1088
47029001413,232,34,193,269,40,220,290,48,241
47033001609,448,112,332,417,70,341,459,82,374
47033001611,525,84,427,520,76,436,566,93,467
47037001907,2822,1289,1351,3025,1280,1710,3067,1500,1509
47037001908,5576,3029,2138,7084,4086,2780,7249,4403,2627
47037001913,1547,877,536,1679,987,647,1745,1124,587
47037001890,2113,1204,735,3395,1861,1465,3460,2000,1366
47037001871,1069,534,452,1205,692,480,1262,737,482
47037001840,1779,1035,658,1877,1195,600,1951,1276,617
47037001814,2724,2040,584,3268,2506,619,3367,2645,594
47037001825,1577,1340,129,2433,1954,415,2495,2045,367
47037001880,858,688,117,1329,928,358,1364,1003,313
47037001801,2182,597,1474,2527,700,1766,2585,771,1753
47163008503,2263,504,1641,2789,685,2047,2866,771,2044
47163008511,3206,582,2491,3768,829,2865,3905,899,2942
47149007673,2093,799,1190,2525,1126,1303,2657,1252,1346
47149007691,2299,594,1574,2950,938,1937,3082,1044,1965
47149007692,2404,763,1512,3286,1377,1840,3391,1481,1852
47149007670,2894,723,2009,3952,1158,2700,4063,1276,2716
47149007683,2246,1108,944,2589,1403,1103,2710,1504,1126
47149007652,949,149,759,1269,217,1024,1313,258,1037
47149007653,2755,664,1949,3371,939,2357,3533,1042,2427
47033001602,404,47,350,458,44,410,492,47,441
47063003254,1139,307,783,1284,358,906,1366,395,955
47029001410,1144,161,949,1388,210,1151,1460,219,1220
47029001419,903,141,741,1004,121,862,1075,139,929
47057002951,723,108,597,898,92,798,973,116,847
47187009999,1997,414,1431,3599,854,2656,3613,1004,2524
47187009733,1884,859,861,2188,1041,1093,2207,1138,1024
47187009715,2561,818,1588,3529,1189,2249,3568,1398,2121
47187009708,997,185,781,1441,264,1152,1471,329,1125
47149007660,1779,969,702,2255,1329,829,2375,1439,879
47149007689,2156,1190,779,2517,1457,961,2667,1614,975
47149007690,2114,691,1318,2599,955,1596,2690,1019,1627
47187009716,2870,816,1847,4447,1458,2856,4526,1671,2772
47149007669,3416,1082,2154,4899,1840,2922,5085,2047,2936
47187009713,2822,685,1995,3638,970,2602,3666,1150,2464
47187009714,3092,976,1907,3707,1277,2346,3730,1495,2169
47187009726,3555,1118,2224,4698,1678,2918,4776,1917,2781
47187009731,1308,335,911,1539,424,1092,1565,469,1067
47187009707,2096,504,1453,2608,647,1881,2647,781,1826
47173009009,830,133,673,1042,123,910,1095,152,938
47173009003,1079,146,893,1391,197,1168,1479,217,1250
47009000429,1495,259,1169,1795,322,1432,1838,382,1428
47009000402,1845,319,1461,2315,392,1890,2395,432,1937
47163008518,2256,418,1706,2501,504,1954,2540,564,1939
47179009313,772,115,631,854,132,703,892,144,737
47167008706,2395,438,1870,2634,448,2131,2791,524,2233
47009000405,1625,270,1286,2048,374,1641,2105,424,1644
47009000411,889,507,346,1011,585,391,1049,642,394
47171008903,538,86,440,590,81,499,632,88,540
47171008901,1165,249,859,1255,297,932,1322,333,970
47009000412,1479,300,1100,1922,440,1444,1971,483,1452
47009000416,1076,176,855,1324,216,1093,1367,254,1087
47009000413,1030,307,643,1348,469,830,1397,508,836
47009000414,1701,480,1114,2259,742,1456,2346,807,1482
47009000430,1995,525,1343,2397,698,1659,2472,798,1618
47009000423,1539,370,1087,1970,475,1477,2025,536,1464
47009000419,3670,614,2887,4528,855,3586,4654,950,3614
47009000433,1578,329,1198,1817,405,1380,1885,480,1370
47009000434,1629,274,1302,2001,348,1616,2067,380,1674
47009000401,1426,336,1021,1750,431,1301,1816,484,1321
47025001205,440,68,361,473,70,399,503,75,425
47025001213,803,94,688,1012,115,876,1072,132,927
47173009002,733,99,607,866,100,750,935,117,809
47037001897,1313,780,384,2647,1561,1031,2678,1729,859
47037001960,4334,2034,2029,4944,2365,2481,5041,2637,2291
47037001868,2648,1242,1240,2884,1472,1325,2968,1572,1303
47037001834,1593,1126,326,1949,1495,415,1970,1541,375
47037001839,2467,1551,771,3230,2278,868,3339,2386,865
47037001820,3483,1565,1716,3960,1823,2045,4041,2016,1921
47037001943,3433,1585,1620,4474,2184,2170,4563,2386,2061
47037001903,1737,770,867,2172,1096,1018,2221,1186,970
47037001816,1022,761,224,1285,968,269,1325,1011,281
47037001955,3035,1302,1546,3120,1142,1928,3157,1439,1669
47037001883,667,365,239,967,557,372,1000,615,343
47037001953,2670,1310,1180,2766,1254,1480,2784,1463,1272
47037001912,2337,1528,585,2860,1897,915,2897,2101,743
47037001867,1730,871,718,2286,1313,879,2357,1393,876
47037001862,238,116,108,297,171,117,301,176,117
47037001864,2167,874,1160,2682,1255,1339,2754,1359,1308
47047002455,1351,486,835,1536,448,1052,1662,579,1067
47047002456,1985,445,1491,2118,406,1665,2223,501,1698
47167008708,1999,1100,860,2052,920,1031,2211,1113,1052
47167008709,3698,734,2789,4395,956,3348,4550,1109,3375
47139007156,944,158,765,1190,147,1022,1209,172,1025
47091004705,836,124,693,989,130,836,1054,159,883
47141007253,1451,282,1101,1726,347,1343,1790,385,1377
47141007267,1422,275,1089,1759,341,1394,1848,398,1426
47185009611,729,175,533,886,209,663,897,226,663
47185009610,552,126,405,667,119,539,692,135,544
47091004709,544,73,451,629,83,531,665,108,551
47091004703,827,125,683,936,160,753,1007,177,815
47033001606,483,85,381,520,70,440,566,93,467
47033001605,359,159,195,366,140,212,394,171,216
47033001607,545,115,422,610,107,497,624,109,514
47187009728,1951,501,1271,2247,637,1568,2245,772,1423
47061003162,259,68,186,277,55,220,304,62,241
47061003163,734,146,576,857,108,730,943,122,813
47015000705,788,240,515,873,233,613,952,271,659
47015000707,296,66,217,294,65,217,310,70,231
47015000704,848,160,667,991,139,836,1067,162,893
47061003153,691,153,514,802,111,668,868,131,730
47061003152,268,46,209,301,50,242,326,52,272
47167008705,2551,829,1642,2604,735,1783,2766,902,1814
47091004704,707,107,576,801,116,666,857,124,723
47091004708,703,109,579,779,116,647,827,128,691
47091004710,465,79,373,507,93,406,550,96,450
47185009605,481,70,394,569,73,483,574,85,483
47061003156,1091,213,848,1209,229,959,1326,244,1063
47061003161,545,137,393,572,138,415,632,153,464
47061003155,229,46,177,240,51,185,259,50,208
47061003154,104,26,76,140,18,119,152,16,135
47187009703,1055,244,754,1242,295,925,1280,338,932
47187009704,617,130,451,758,161,587,767,175,576
47187009742,1398,333,969,2231,644,1549,2252,704,1499
47163008525,1709,286,1358,2230,394,1801,2287,434,1815
47163008508,1524,237,1239,1794,300,1469,1845,315,1507
47163008509,1292,230,1013,1500,245,1237,1522,273,1224
47163008523,1819,605,1121,2262,837,1376,2338,884,1391
47163008510,3522,641,2738,4054,797,3196,4155,876,3213
47185009602,328,57,253,427,74,346,431,78,352
47185009601,1124,178,923,1311,183,1108,1329,192,1116
47047002454,1114,244,844,1531,281,1227,1615,365,1229
47047002463,1011,315,673,1097,310,754,1168,358,787
47047002451,3591,864,2628,4621,1286,3235,4812,1457,3301
47185009608,870,236,599,978,236,720,1019,265,743
47185009609,258,65,187,296,62,231,298,63,232
47047002452,2464,481,1898,2739,554,2143,2826,622,2174
47155007960,819,140,651,1000,168,805,1023,191,806
47155007957,2816,450,2268,2626,490,2059,2721,540,2103
47155007975,1061,171,845,1729,302,1397,1768,332,1406
47141007270,160,29,123,188,27,159,195,28,166
47141007254,974,173,759,1132,193,917,1162,212,928
47141007252,1463,373,1020,1837,523,1273,1949,584,1324
47141007256,736,294,365,1024,460,529,1091,510,541
47141007266,2438,794,1511,2855,954,1834,2998,1052,1871
47141007255,2348,814,1415,2659,945,1661,2788,1059,1676
47163008524,1552,405,1053,1696,444,1228,1726,504,1198
47167008702,2501,501,1932,2715,517,2140,2837,593,2203
47065003384,361,176,149,367,187,173,365,204,156
47065003427,1410,722,558,2054,1179,842,2076,1248,790
47065003451,784,560,142,1094,844,217,1106,877,194
47065003361,2282,323,1871,2768,425,2302,2804,455,2306
47065003423,381,65,295,512,78,427,521,88,419
47065003372,896,365,467,1060,512,536,1069,542,514
47047002461,787,248,528,797,220,556,853,281,560
47047002465,1688,757,898,1699,563,1064,1815,711,1088
47173009005,851,164,667,1050,182,850,1121,194,915
47065003456,2607,944,1493,2989,1172,1779,3024,1350,1598
47065003401,2136,600,1384,2736,870,1822,2754,988,1697
47065003432,1301,696,532,1589,901,656,1616,938,646
47065003415,313,130,152,359,164,189,365,183,176
47065003428,3103,1170,1682,3809,1729,2002,3872,1850,1945
47065003450,2411,764,1487,2742,1120,1559,2776,1187,1510
47065003448,1409,635,644,2147,1223,870,2184,1277,836
47057002954,942,102,812,1110,127,974,1167,144,1008
47057002955,967,153,777,1168,180,968,1224,209,1002
47093004893,69,17,46,17,9,8,18,9,9
47093004809,2067,1116,767,2918,1835,1010,2976,1907,964
47093004887,3957,821,2919,4731,1096,3574,4836,1225,3547
47093004880,1817,731,953,2078,1024,1010,2131,1071,1011
47093004886,6154,1253,4646,7172,1700,5388,7331,1874,5343
47025001214,172,16,155,179,16,163,196,17,178
47163008513,2985,565,2331,3783,785,2934,3869,875,2932
47163008512,1770,323,1373,2078,384,1659,2137,436,1665
47163008514,1592,230,1302,1827,290,1512,1867,314,1525
47023001102,1369,218,1101,1475,240,1210,1500,253,1211
47023001108,470,82,380,535,73,449,551,85,455
47007000309,356,56,285,435,65,362,452,64,386
47007000304,213,56,150,238,40,191,263,47,215
47013000602,1174,199,928,1250,177,1055,1327,214,1096
47087004508,278,123,150,283,73,204,321,98,217
47087004507,411,130,273,451,105,337,494,120,368
47087004510,408,71,329,462,79,374,494,95,396
47187009735,2353,851,1343,2795,1066,1672,2850,1210,1589
47187009706,3268,828,2200,4282,1245,2940,4327,1393,2840
47187009710,2359,616,1542,3213,1013,2114,3241,1144,2049
47009000426,769,151,591,914,177,723,940,194,735
47065003375,2073,835,1147,2414,1013,1366,2471,1110,1326
47065003465,2089,1012,905,2513,1301,1174,2527,1429,1045
47065003430,118,58,51,98,53,45,102,58,43
47065003435,484,301,144,623,406,210,634,429,195
47149007659,1982,755,1071,2104,951,1059,2202,1039,1102
47149007698,2455,506,1832,2933,668,2201,3073,762,2249
47123006353,816,155,623,1126,218,881,1160,235,906
47123006354,1733,312,1352,2218,436,1748,2256,497,1734
47123006352,1285,363,889,1537,370,1130,1578,418,1145
47167008701,2470,660,1733,2777,672,2041,2908,765,2101
47013000609,1044,168,836,1219,175,1016,1281,195,1059
47013000615,637,109,507,673,99,567,713,119,591
47187009702,2248,551,1540,2836,750,1993,2894,849,1985
47187009717,2277,515,1635,3711,862,2769,3754,1021,2702
47065003422,1312,544,686,1561,727,803,1588,772,766
47065003364,1128,569,483,1352,763,562,1370,778,548
47065003363,1424,744,565,1687,999,657,1715,1033,633
47065003351,1028,628,352,1068,688,351,1104,724,362
47187009722,4250,1161,2865,4903,1382,3444,4923,1676,3174
47187009734,2429,794,1474,2769,1020,1693,2813,1191,1575
47187009732,3208,1147,1795,3736,1503,2150,3795,1703,2021
47065003391,962,569,356,1036,595,403,1059,617,409
47065003472,1078,345,668,1254,415,825,1258,470,768
47065003471,403,119,258,414,148,257,419,160,251
47065003402,636,125,473,969,250,707,978,269,689
47065003386,1787,612,1055,2069,786,1246,2116,866,1196
47065003406,320,158,152,349,183,164,353,188,161
47065003437,1279,449,739,1399,573,794,1431,621,780
47065003407,3177,1194,1816,3829,1503,2270,3874,1584,2221
47065003418,939,182,695,1033,221,800,1050,238,794
47065003383,986,173,755,1097,203,881,1109,224,864
47065003382,2237,416,1708,2829,538,2241,2875,583,2230
47123006357,1889,367,1450,2198,394,1770,2258,422,1800
47187009730,3690,1031,2427,4866,1391,3410,4881,1682,3136
47033001612,507,89,403,547,89,456,579,102,473
47123006355,1838,426,1347,1997,418,1534,2100,462,1605
47131006754,894,94,782,972,76,870,1032,90,930
47131006757,594,94,494,645,83,502,672,110,557
47053002768,584,407,168,632,422,186,669,462,195
47187009721,2556,842,1585,3157,1062,2043,3184,1249,1893
47187009739,3817,1213,2323,4599,1568,2907,4654,1804,2758
47187009736,1958,843,937,2361,1044,1267,2393,1149,1207
47187009738,2528,846,1460,3012,1194,1742,3046,1329,1635
47187009741,850,190,623,1443,373,1031,1465,434,1008
47117005852,1321,227,1063,1570,230,1313,1653,286,1349
47019000902,1231,206,986,1332,263,1032,1405,299,1080
47019000901,2518,577,1778,2845,756,2030,2985,820,2094
47045002364,662,185,461,737,185,526,781,221,547
47045002365,610,77,520,674,71,598,710,85,623
47045002363,1088,283,770,1149,272,849,1219,313,894
47045002353,1394,269,1077,1471,276,1153,1546,319,1208
47071003708,624,71,536,610,53,548,648,66,577
47071003710,827,100,704,924,110,787,951,127,800
47055002855,758,138,602,811,142,652,865,167,696
47069003605,1142,191,922,1196,149,1030,1289,190,1086
47143007356,1121,174,909,1326,201,1091,1416,233,1156
47053002764,654,98,534,678,103,563,711,120,579
47053002769,648,216,413,737,208,503,783,233,530
47117005851,1438,289,1078,1900,381,1479,1992,435,1531
47055002858,833,137,681,986,133,839,1037,158,866
47149007662,2981,823,1972,3854,1301,2457,4037,1439,2489
47149007668,1527,380,1058,2099,557,1488,2172,619,1507
47149007677,2120,765,1226,2380,968,1350,2491,1085,1371
47149007685,1783,701,996,2938,1384,1464,3066,1518,1477
47149007675,1168,465,639,1455,688,711,1497,745,713
47149007654,2574,578,1872,3505,850,2584,3646,940,2646
47149007666,902,216,625,1183,230,938,1224,257,948
47149007665,2875,638,2079,4214,1166,2960,4374,1285,3007
47047002457,894,502,378,853,411,415,934,498,419
47093004879,3524,1403,1847,4128,1922,2124,4193,2037,2055
47093004803,1153,447,622,1325,577,724,1356,591,732
47093004856,1306,487,709,1509,683,797,1528,719,773
47093004865,1194,1089,78,1330,1148,145,1390,1235,130
47093004814,1337,264,1028,1691,363,1311,1731,388,1325
47093004815,1384,242,1074,1775,358,1401,1798,383,1385
47093004807,3413,1111,2045,3995,1456,2491,4017,1637,2305
47093004823,1736,389,1249,2052,524,1499,2084,550,1489
47073003824,1151,299,794,1234,321,882,1305,395,889
47067000005,262,30,227,306,33,271,327,35,289
47069003612,330,101,224,342,99,240,368,112,254
47071003715,468,58,392,519,69,432,543,76,454
